name,sex,bodymass,wingspan,fat_mass,order,wingarea,muscle_mass
Bubo bubo,NA,2.686,1.23,0.8863800000000001,2,0.35025,0.45662
Otus scops,NA,0.092,0.456833333,0.03036,2,0.04083,0.01564
Strix aluco,NA,0.475,0.860333333,0.15675,2,0.174726667,0.08075
Strix uralensis,NA,0.7845,1.049,0.258885,2,0.26751,0.133365
Tyto alba,NA,0.35,0.871333333,0.11549999999999999,2,0.129083333,0.0595
Phalacrocorax carbo,NA,2.1095,1.18375,0.6961350000000001,2,0.219965,0.3586150000000001
Accipiter gentilis,NA,1.038,1.05,0.34254,2,0.177,0.17646
Aquila chrysaetos,NA,4.421,2.01,1.45893,2,0.612,0.7515700000000001
Aquila nipalensis,NA,2.85,2.03,0.9405000000000001,2,0.4853,0.48450000000000004
Buteo buteo,NA,0.909,1.29,0.29997,2,0.254,0.15453000000000003
Buteo platypterus,NA,0.46,0.897,0.15180000000000002,2,0.114,0.0782
Buteo swainsoni,NA,1.064,1.29,0.35112000000000004,2,0.227,0.18088
Circaetus gallicus,NA,1.7,1.9,0.561,2,0.4058,0.28900000000000003
Circus aeruginosus,NA,0.603,1.16,0.19899,2,0.204,0.10251
Circus pygargus,NA,0.324,1.04,0.10692000000000002,2,0.129,0.055080000000000004
Clanga pomarina,NA,1.518,1.465,0.50094,2,0.5153,0.25806
Haliaeetus albicilla,NA,4.775,2.18,1.5757500000000002,2,0.8824,0.8117500000000001
Hieraaetus pennatus,NA,0.842,1.11,0.27786,2,0.2004,0.14314000000000002
Milvus migrans,NA,0.754,1.52,0.24882,2,0.2805,0.12818000000000002
Neophron percnopterus,NA,1.875,1.65,0.61875,2,0.3555,0.31875000000000003
Pernis apivorus,NA,0.8,1.26,0.264,2,0.2471,0.136
Cathartes aura,NA,1.425,1.78,0.47025000000000006,2,0.462,0.24225000000000002
Pandion haliaetus,NA,1.5,1.7,0.495,2,0.32,0.255
Anas acuta,NA,0.867,0.9,0.28611000000000003,2,0.0879,0.14739000000000002
Anas platyrhynchos,NA,1.165,0.885,0.38445,2,0.105,0.19805000000000003
Anser albifrons,NA,2.35,1.38,0.7755000000000001,2,0.239,0.3995
Anser indicus,NA,2.26,1.52,0.7458,2,0.278,0.3842
Branta bernicla,NA,1.335,1.1,0.44055,2,0.143,0.22695
Branta canadensis,NA,3.917,1.69,1.29261,2,0.372,0.66589
Branta leucopsis,NA,1.4,1.34,0.46199999999999997,2,0.213,0.238
Clangula hyemalis,NA,0.713,0.71,0.23529,2,0.0669,0.12121
Cygnus columbianus,NA,6.95,2.12,2.2935000000000003,2,0.566,1.1815000000000002
Cygnus cygnus,NA,10.35,2.29,3.4155,2,0.62,1.7595
Mareca penelope,NA,0.693,0.822,0.22869,2,0.0829,0.11781
Somateria mollissima,NA,2.053,0.978,0.67749,2,0.131,0.34901
Somateria spectabilis,NA,1.755,0.93,0.5791499999999999,2,0.108,0.29835
Apus apus,NA,0.043,0.4,0.01419,2,0.0168,0.00731
Upupa epops,NA,0.071,0.44,0.02343,2,0.0422,0.012069999999999999
Alca torda,NA,0.707,0.661,0.23331,2,0.0462,0.12019
Alle alle,NA,0.156,0.387,0.051480000000000005,2,0.0167,0.026520000000000002
Cerorhinca monocerata,NA,0.565,0.615,0.18645,2,0.044,0.09605
Fratercula arctica,NA,0.381,0.549,0.12573,2,0.0368,0.06477000000000001
Uria aalge,NA,0.995,0.707,0.32835000000000003,2,0.0536,0.16915000000000002
Uria lomvia,NA,0.945,0.727,0.31185,2,0.056,0.16065000000000002
Pluvialis fulva,NA,0.19,0.51,0.0627,2,0.0317,0.0323
Larus fuscus,NA,0.875,1.34,0.28875,2,0.19,0.14875000000000002
Rissa tridactyla,NA,0.409,0.947,0.13497,2,0.095,0.06953
Sterna hirundo,NA,0.132,0.78,0.04356,2,0.0496,0.02244
Sterna paradisaea,NA,0.105,0.8,0.03465,2,0.0571,0.01785
Calidris canutus,NA,0.125,0.538,0.04125,2,0.0332,0.02125
Gallinago media,NA,0.165,0.482,0.054450000000000005,2,0.0337,0.028050000000000002
Limosa lapponica,NA,0.304,0.73,0.10032,2,0.052,0.051680000000000004
Numenius arquata,NA,0.983,0.97,0.32439,2,0.1182,0.16711
Phalaropus lobatus,NA,0.038,0.34,0.01254,2,0.0146,0.0064600000000000005
Stercorarius longicaudus,NA,0.3,1,0.099,2,0.0891,0.051000000000000004
Catharacta maccormicki,NA,1.1,1.34,0.36300000000000004,2,0.207,0.18700000000000003
Catharacta skua,NA,1.4,1.41,0.46199999999999997,2,0.229,0.238
Ciconia ciconia,NA,3.35,1.97,1.1055000000000001,2,0.522,0.5695
Ciconia nigra,NA,3,1.5,0.99,2,0.2842,0.51
Mycteria americana,NA,2.5,1.78,0.8250000000000001,2,0.439,0.42500000000000004
Cuculus canorus,NA,0.116,0.575,0.03828,2,0.0508,0.01972
Falco eleonorae,NA,0.369,0.95,0.12177,2,0.1041,0.06273000000000001
Falco mexicanus,NA,0.835,1.02,0.27555,2,0.137,0.14195
Falco naumanni,NA,0.158,0.65,0.052140000000000006,2,0.0611,0.026860000000000002
Falco peregrinus,NA,1.025,1.02,0.33825,2,0.125,0.17425
Falco subbuteo,NA,0.232,0.75,0.07656,2,0.0653,0.03944
Gavia immer,NA,4.131,1.36,1.3632300000000002,2,0.184,0.7022700000000001
Grus grus,NA,5.4,2.22,1.7820000000000003,2,0.5855,0.9180000000000001
Otis tarda,NA,3.5,2.08,1.155,2,0.5728,0.5950000000000001
Acrocephalus arundinaceus,NA,0.034,0.265,0.01122,1,0.0117,0.00578
Plectrophenax nivalis,NA,0.037,0.33,0.01221,1,0.0184,0.0062900000000000005
Hirundo rustica,NA,0.018,0.324,0.00594,1,0.014,0.00306
Tachycineta bicolor,NA,0.02,0.319,0.006600000000000001,1,0.0135,0.0034000000000000002
Lanius collurio,NA,0.031,0.255,0.010230000000000001,1,0.0145,0.00527
Dumetella carolinensis,NA,0.036,0.287,0.01188,1,0.0162,0.00612
Luscinia megarhynchos,NA,0.023,0.255,0.00759,1,0.01,0.00391
Oenanthe oenanthe,NA,0.025,0.307,0.00825,1,0.0158,0.00425
Phoenicurus phoenicurus,NA,0.017,0.233,0.00561,1,0.0106,0.00289
Seiurus aurocapilla,NA,0.021,0.242,0.00693,1,0.0111,0.0035700000000000007
Setophaga striata,NA,0.012,0.23,0.00396,1,0.0091,0.00204
Catharus fuscescens,NA,0.034,0.299,0.01122,1,0.0149,0.00578
Catharus ustulatus,NA,0.031,0.297,0.010230000000000001,1,0.0142,0.00527
Hylocichla mustelina,NA,0.046,0.327,0.01518,1,0.018,0.00782
Turdus torquatus,NA,0.101,0.439,0.033330000000000005,1,0.033,0.01717
Vireo olivaceus,NA,0.017,0.243,0.00561,1,0.0103,0.00289
Ardea purpurea,NA,1.105,1.35,0.36465000000000003,2,0.2488,0.18785000000000002
Plegadis chihi,NA,0.614,0.923,0.20262,2,0.126,0.10438
Jynx torquilla,NA,0.036,0.292,0.01188,2,0.015,0.00612
Diomedea exulans,NA,8.775,3.01,2.89575,2,0.592,1.4917500000000001
Phoebastria immutabilis,NA,2.55,2.02,0.8415,2,0.3215,0.4335
Phoebastria nigripes,NA,3.3,2.265,1.089,2,0.3607,0.561
Phoebetria palpebrata,NA,2.95,2.18,0.9735000000000001,2,0.338,0.5015000000000001
Thalassarche chrysostoma,NA,3.375,2.18,1.11375,2,0.352,0.5737500000000001
Thalassarche melanophris,NA,4,2.16,1.32,2,0.356,0.68
Hydrobates leucorhous,NA,0.046,0.47,0.01518,2,0.0289,0.00782
Ardenna grisea,NA,0.8,1.026,0.264,2,0.0893,0.136
Ardenna pacifica,NA,0.435,1.01,0.14355,2,0.1,0.07395
Ardenna tenuirostris,NA,0.5,0.93,0.165,2,0.0763,0.085
Calonectris borealis,NA,0.645,1.21,0.21285,2,0.1114,0.10965000000000001
Fulmarus glacialis,NA,0.808,1.13,0.26664000000000004,2,0.119,0.13736
Halobaena caerulea,NA,0.2,0.69,0.066,2,0.0519,0.034
Pachyptila belcheri,NA,0.15,0.592,0.0495,2,0.0411,0.025500000000000002
Pachyptila desolata,NA,0.155,0.635,0.05115,2,0.0469,0.026350000000000002
Procellaria aequinoctialis,NA,1.1,1.41,0.36300000000000004,2,0.167,0.18700000000000003
Procellaria cinerea,NA,1.06,1.19,0.34980000000000006,2,0.1072,0.18020000000000003
Procellaria westlandica,NA,1,1.4,0.33,2,0.1632,0.17
Pterodroma cookii,NA,0.207,0.73,0.06831,2,0.0508,0.03519
Pterodroma deserta,NA,0.296,0.83,0.09768,2,0.0603,0.050320000000000004
Puffinus puffinus,NA,0.4,0.82,0.132,2,0.06,0.068
Athene cunicularia,NA,0.171,0.6,0.05643000000000001,2,0.0555,0.029070000000000006
Nannopterum auritum,NA,2.02,1.19,0.6666000000000001,2,0.182,0.34340000000000004
Phalacrocorax carbo,NA,2.31,1.35,0.7623000000000001,2,0.224,0.39270000000000005
Urile pelagicus,NA,1.562,0.954,0.51546,2,0.145,0.26554000000000005
Morus bassanus,NA,2.733,1.85,0.9018900000000001,2,0.262,0.46461
Morus serrator,NA,2.35,1.85,0.7755000000000001,2,0.262,0.3995
Milvus migrans,NA,0.995,1.896666667,0.32835000000000003,2,0.674366667,0.16915000000000002
Pandion haliaetus,NA,1.5,1.61,0.495,2,0.4016,0.255
Charadrius dubius,NA,0.04,0.35,0.013200000000000002,2,0.0119,0.0068000000000000005
Larus ridibundus,NA,0.321,0.86,0.10593000000000001,2,0.0859,0.05457000000000001
Actitis hypoleucos,NA,0.061,0.34,0.020130000000000002,2,0.0105,0.01037
Columba livia,NA,0.3,0.56,0.099,2,0.0567,0.051000000000000004
Streptopelia orientalis,NA,0.147,0.44,0.04851,2,0.0326,0.024990000000000002
Coturnix japonica,NA,0.159,0.38,0.05247,2,0.0234,0.027030000000000002
Phasianus versicolor,NA,0.867,0.72,0.28611000000000003,2,0.0809,0.14739000000000002
Synoicus chinensis,NA,0.057,0.24,0.01881,2,0.0081,0.00969
Corvus corone,NA,1.0015,1.205,0.33049500000000004,1,0.34285,0.17025500000000002
Motacilla alba,NA,0.022,0.3,0.00726,1,0.0144,0.00374
Motacilla cinerea,NA,0.0245,0.32,0.008085,1,0.01345,0.004165
Motacilla grandis,NA,0.024,0.33,0.00792,1,0.0153,0.00408
Passer montanus,NA,0.023,0.22,0.00759,1,0.01345,0.00391
Ardea cinerea,NA,1.26,1.62,0.4158,2,0.33,0.21420000000000003
Egretta garzetta,NA,0.541,0.92,0.17853000000000002,2,0.1011,0.09197000000000001
Nycticorax nycticorax,NA,0.8,0.98,0.264,2,0.1236,0.136
Accipiter gentilis,NA,0.8,1.03,0.264,2,0.152,0.136
Accipiter nisus,NA,0.23375,0.66875,0.07713750000000001,2,0.0674,0.0397375
Butastur indicus,NA,0.41,0.8,0.1353,2,0.0907,0.0697
Buteo brachyurus,NA,0.37,1.03,0.1221,2,0.123,0.0629
Buteo buteo,NA,0.8834,1.242,0.291522,2,0.2386,0.150178
Buteo lagopus,NA,0.940875,1.35,0.31048875000000004,2,0.239175,0.15994875
Haliaeetus albicilla,NA,4.733333332999999,2.173333333,1.5619999998899998,2,0.705766667,0.8046666666099999
Anas platyrhynchos,NA,0.947142857,0.871428571,0.31255714281,2,0.076685714,0.16101428569
Aythya fuligula,NA,1.116,1.04,0.36828000000000005,2,0.0895,0.18972000000000003
Bucephala clangula,NA,0.827,0.69,0.27291,2,0.048,0.14059
Clangula hyemalis,NA,0.922,0.74,0.30426000000000003,2,0.055,0.15674000000000002
Cygnus columbianus,NA,3.07,1.83,1.0131,2,0.4365,0.5219
Haematopus ostralegus,NA,0.555,0.81,0.18315000000000003,2,0.0722,0.09435000000000002
Larus canus,NA,0.355,1.08,0.11715,2,0.1118,0.06035
Larus crassirostris,NA,0.538,0.945,0.17754000000000003,2,0.078084,0.09146000000000001
Sterna hirundo,NA,0.116,0.79,0.03828,2,0.0427,0.01972
Sternula albifrons,NA,0.053,0.5,0.01749,2,0.01854,0.00901
Thalasseus sandvicensis,NA,0.174,0.936,0.05742,2,0.066,0.02958
Gallinago gallinago,NA,0.29,0.603333333,0.0957,2,0.047833333,0.049300000000000004
Numenius arquata,NA,0.7285,0.9575,0.24040500000000004,2,0.093,0.12384500000000001
Scolopax rusticola,NA,0.306666667,0.633333333,0.10120000011000001,2,0.050166667,0.05213333339
Columba livia,NA,0.269666667,0.66,0.08899000011000001,2,0.059633333,0.045843333390000005
Falco tinnunculus,NA,0.26,0.65,0.0858,2,0.068,0.0442
Alectoris rufa,NA,0.38,0.51,0.1254,2,0.04,0.0646
Lagopus muta,NA,0.59,0.63,0.1947,2,0.0546,0.1003
Lyrurus tetrix,NA,1.3371428570000001,0.859285714,0.44125714281000006,2,0.103,0.22731428569000003
Pavo cristatus,NA,3.1,1.28,1.0230000000000001,2,0.348,0.527
Perdix perdix,NA,0.37925,0.5325,0.1251525,2,0.036225,0.0644725
Phasianus colchicus,NA,1.1658333330000001,0.715,0.3847249998900001,2,0.08635,0.19819166661000004
Tetrao urogallus,NA,2.7,1.16,0.8910000000000001,2,0.1785,0.4590000000000001
Tetrastes bonasia,NA,0.3725,0.515,0.122925,2,0.03575,0.063325
Otis tarda,NA,9.25,2.075,3.0525,2,0.5833,1.5725
Corvus monedula,NA,0.2145,0.62,0.070785,1,0.06057,0.036465000000000004
Corvus cornix,NA,0.557,0.78,0.18381000000000003,1,0.126,0.09469000000000001
Corvus frugilegus,NA,0.575,0.92,0.18975,1,0.1285,0.09775
Garrulus glandarius,NA,0.18,0.56,0.0594,1,0.0565,0.030600000000000002
Pica pica,NA,0.1905,0.5325,0.062865,1,0.0521,0.032385000000000004
Turdus pilaris,NA,0.1,0.39,0.033,1,0.0186,0.017
Ardea alba,NA,1.28,1.73,0.42240000000000005,2,0.3313,0.21760000000000002
Botaurus stellaris,NA,1.5,1.2,0.495,2,0.1915,0.255
Diomedea exulans,NA,8.445,3.245,2.7868500000000003,2,0.635,1.43565
Phoebastria irrorata,NA,2.04,2.31,0.6732,2,0.36,0.34680000000000005
Thalassarche chrysostoma,NA,3.79,2.18,1.2507000000000001,2,0.35,0.6443000000000001
Thalassarche melanophris,NA,3.79,2.16,1.2507000000000001,2,0.36,0.6443000000000001
Ardenna pacifica,NA,0.38,1.01,0.1254,2,0.1,0.0646
Procellaria aequinoctialis,NA,1.37,1.4,0.45210000000000006,2,0.17,0.23290000000000002
Puffinus nativitatis,NA,0.34,0.82,0.11220000000000001,2,0.07,0.05780000000000001
Amazona amazonica,NA,0.3,0.73,0.099,2,0.0895,0.051000000000000004
Psittacus erithacus,NA,0.2,0.71,0.066,2,0.071,0.034
Asio flammeus,NA,0.325,0.97,0.10725000000000001,2,0.1315,0.05525000000000001
Asio otus,NA,0.2535,0.92,0.08365500000000001,2,0.1056,0.043095
Strix aluco,NA,1.777,0.945,0.58641,2,0.302,0.30209
Strix uralensis,NA,0.68,0.87,0.22440000000000002,2,0.2207,0.11560000000000002
Buteo japonicus,NA,0.91882353,1.220588235,0.3032117649,2,0.232941176,0.1562000001
Pernis ptilorhynchus,NA,1.06375,1.38,0.3510375,2,0.3025,0.1808375
Ninox japonica,NA,0.20682499999999998,0.6514,0.06825225,2,0.062886,0.03516025
Cepphus carbo,NA,0.768,0.698285714,0.25344,2,0.059078286,0.13056
Larus schistisagus,NA,1.335,1.394,0.44055,2,0.23968,0.22695
Rissa brevirostris,NA,0.3692857143,0.928702857,0.12186428571900002,2,0.093757187,0.062778571431
Zapornia paykullii,NA,0.095,0.4,0.03135,2,0.028496,0.01615
Aegithalos caudatus,NA,0.008,0.159,0.00264,1,0.00548,0.00136
Horornis diphone,NA,0.016,0.175,0.00528,1,0.00846,0.00272
Lanius bucephalus,NA,0.0428,0.269,0.014124,1,0.014334,0.007276
Parus minor,NA,0.017,0.179,0.00561,1,0.00724,0.00289
Sittiparus varius,NA,0.016,0.197,0.00528,1,0.01072,0.00272
Hypsipetes amaurotis,NA,0.067,0.332,0.02211,1,0.02864,0.01139
Otus semitorques,NA,0.1812,0.5644,0.059796,2,0.062528,0.030804
Phalacrocorax capillatus,NA,2.65,1.184,0.8745,2,0.22376,0.4505
