name,sex,bodymass,wingspan,fat_mass,order,wingarea,muscle_mass
Buteo buteo,NA,0.964,1.29,0.31812,2,0.254,0.16388
Buteo jamaicensis,NA,1.06,1.21,0.34980000000000006,2,0.232,0.18020000000000003
Buteo lineatus,NA,0.569,1.01,0.18777,2,0.172,0.09673
Buteo platypterus,NA,0.455,0.897,0.15015,2,0.114,0.07735
Buteo swainsoni,NA,0.931,1.29,0.30723000000000006,2,0.227,0.15827000000000002
Circus pygargus,NA,0.25,1.04,0.0825,2,0.129,0.0425
Gyps africanus,NA,5.5,2.22,1.8150000000000002,2,0.716,0.935
Gyps rueppelli,NA,7.3,2.5,2.4090000000000003,2,0.892,1.241
Milvus milvus,NA,0.851,1.5,0.28083,2,0.304,0.14467
Necrosyrtes monachus,NA,2,1.71,0.66,2,0.436,0.34
Parabuteo unicinctus,NA,0.68,1.07,0.22440000000000002,2,0.191,0.11560000000000002
Torgos tracheliotos,NA,6.6,2.64,2.178,2,1.03,1.122
Trigonoceps occipitalis,NA,3.7,2.23,1.221,2,0.667,0.6290000000000001
Cathartes aura,NA,1.81,1.79,0.5973,2,0.466,0.30770000000000003
Vultur gryphus,NA,11.2,2.53,3.6959999999999997,2,0.933,1.904
Pandion haliaetus,NA,2,1.7,0.66,2,0.32,0.34
Anas crecca,NA,0.231,0.597,0.07623,2,0.0448,0.039270000000000006
Anas georgica,NA,0.437,0.682,0.14421,2,0.0646,0.07429000000000001
Anas platyrhynchos,NA,1.14,0.89,0.3762,2,0.107,0.1938
Anser anser,NA,3.65,1.6,1.2045000000000001,2,0.333,0.6205
Branta canadensis,NA,5.34,1.69,1.7622,2,0.372,0.9078
Clangula hyemalis,NA,0.636,0.69,0.20988,2,0.058,0.10812000000000001
Coscoroba coscoroba,NA,4.6,1.76,1.518,2,0.384,0.782
Cygnus columbianus,NA,6.1,1.96,2.013,2,0.421,1.037
Cygnus cygnus,NA,10.3,2.29,3.3990000000000005,2,0.62,1.7510000000000003
Cygnus olor,NA,9.1,2.3,3.003,2,0.65,1.5470000000000002
Mareca penelope,NA,0.77,0.822,0.2541,2,0.0829,0.13090000000000002
Mergus serrator,NA,0.908,0.86,0.29964,2,0.0767,0.15436000000000002
Neochen jubata,NA,1.88,1.25,0.6204,2,0.228,0.3196
Somateria mollissima,NA,1.91,0.978,0.6303,2,0.131,0.3247
Spatula discors,NA,0.375,0.64,0.12375,2,0.049,0.06375
Antrostomus carolinensis,NA,0.11,0.655,0.0363,2,0.0565,0.0187
Chordeiles minor,NA,0.0691,0.567,0.022803,2,0.0371,0.011747
Alca torda,NA,0.662,0.661,0.21846000000000002,2,0.0462,0.11254000000000002
Cepphus grylle,NA,0.445,0.525,0.14685,2,0.0336,0.07565000000000001
Fratercula arctica,NA,0.404,0.549,0.13332000000000002,2,0.0369,0.06868
Uria aalge,NA,0.862,0.706,0.28446,2,0.0532,0.14654
Charadrius hiaticula,NA,0.053,0.398,0.01749,2,0.0179,0.00901
Charadrius vociferus,NA,0.097,0.501,0.032010000000000004,2,0.0336,0.01649
Chionis albus,NA,0.61,0.823,0.2013,2,0.105,0.1037
Haematopus ostralegus,NA,0.403,0.852,0.13299000000000002,2,0.0873,0.06851000000000002
Anous stolidus,NA,0.171,0.816,0.05643000000000001,2,0.0753,0.029070000000000006
Larus ridibundus,NA,0.282,0.962,0.09305999999999999,2,0.0982,0.047939999999999997
Larus argentatus,NA,0.705,1.35,0.23265,2,0.2,0.11985
Larus canus,NA,0.404,1.1,0.13332000000000002,2,0.138,0.06868
Larus fuscus,NA,0.818,1.34,0.26994,2,0.19,0.13906
Larus marinus,NA,1.66,1.66,0.5478,2,0.29,0.2822
Larus atricilla,NA,0.325,1.05,0.10725000000000001,2,0.108,0.05525000000000001
Onychoprion anaethetus,NA,0.1,0.81,0.033,2,0.0618,0.017
Onychoprion fuscatus,NA,0.196,0.868,0.06468,2,0.0723,0.03332
Rissa tridactyla,NA,0.407,0.947,0.13430999999999998,2,0.095,0.06919
Rynchops niger,NA,0.23,0.99,0.07590000000000001,2,0.0888,0.0391
Sterna hirundo,NA,0.12,0.78,0.0396,2,0.0496,0.0204
Thalasseus maximus,NA,0.47,1.15,0.1551,2,0.108,0.0799
Arenaria interpres,NA,0.129,0.47,0.042570000000000004,2,0.027,0.02193
Calidris alpina,NA,0.0435,0.365,0.014355,2,0.016,0.007395
Calidris canutus,NA,0.127,0.538,0.04191,2,0.0332,0.02159
Gallinago gallinago,NA,0.122,0.46,0.040260000000000004,2,0.0309,0.02074
Limnodromus griseus,NA,0.113,0.48,0.037290000000000004,2,0.0277,0.01921
Scolopax rusticola,NA,0.37,0.625,0.1221,2,0.0698,0.0629
Tringa semipalmata,NA,0.21,0.7,0.0693,2,0.0632,0.0357
Stercorarius parasiticus,NA,0.409,1.05,0.13497,2,0.116,0.06953
Catharacta skua,NA,1.55,1.41,0.5115000000000001,2,0.231,0.2635
Ciconia abdimii,NA,1.03,1.49,0.33990000000000004,2,0.317,0.1751
Ciconia ciconia,NA,3.44,1.97,1.1352,2,0.522,0.5848
Leptoptilos crumenifer,NA,7.08,2.63,2.3364000000000003,2,0.935,1.2036
Mycteria americana,NA,2.38,1.78,0.7854,2,0.439,0.4046
Patagioenas leucocephala,NA,0.29,0.593,0.0957,2,0.0611,0.049300000000000004
Streptopelia roseogrisea,NA,0.15,0.523,0.0495,2,0.0471,0.025500000000000002
Zenaida macroura,NA,0.119,0.432,0.03927,2,0.0314,0.02023
Megaceryle alcyon,NA,0.148,0.54,0.04884,2,0.0457,0.025160000000000002
Coccyzus americanus,NA,0.064,0.402,0.02112,2,0.0256,0.01088
Falco biarmicus,NA,0.595,1.06,0.19635,2,0.141,0.10115
Falco columbarius,NA,0.157,0.588,0.05181,2,0.0493,0.026690000000000002
Falco jugger,NA,0.652,1.08,0.21516000000000002,2,0.157,0.11084000000000001
Falco mexicanus,NA,0.837,1.02,0.27621,2,0.137,0.14229
Falco peregrinus,m,0.411,0.77,0.13563,2,0.0723,0.06987
Falco peregrinus,NA,0.731,1.01,0.24123,2,0.124,0.12427
Falco rusticolus,NA,1.17,1.25,0.3861,2,0.197,0.1989
Falco sparverius,NA,0.116,0.559,0.03828,2,0.0417,0.01972
Falco subbuteo,NA,0.184,0.75,0.06072,2,0.0653,0.03128
Falco tinnunculus,NA,0.206,0.752,0.06798,2,0.0777,0.03502
Colinus virginianus,NA,0.175,0.36,0.057749999999999996,2,0.0259,0.02975
Centrocercus urophasianus,NA,1.66,0.948,0.5478,2,0.142,0.2822
Perdix perdix,NA,0.39,0.5,0.1287,2,0.0457,0.06630000000000001
Phasianus colchicus,NA,1.2,0.81,0.396,2,0.126,0.20400000000000001
Gavia immer,NA,4.13,1.38,1.3629,2,0.194,0.7021000000000001
Gavia stellata,NA,2.31,1.15,0.7623000000000001,2,0.128,0.39270000000000005
Aramus guarauna,NA,0.615,1.02,0.20295000000000002,2,0.181,0.10455
Fulica americana,NA,0.642,0.62,0.21186000000000002,2,0.0564,0.10914000000000001
Gallinula chloropus,NA,0.334,0.53,0.11022000000000001,2,0.0485,0.056780000000000004
Porzana carolina,NA,0.075,0.36,0.02475,2,0.0218,0.012750000000000001
Rallus longirostris,NA,0.297,0.525,0.09801,2,0.054,0.05049
Ardeotis kori,NA,11.9,2.47,3.9270000000000005,2,1.06,2.023
Acrocephalus palustris,NA,0.0126,0.198,0.004158,1,0.00723,0.0021420000000000002
Aegithalos caudatus,NA,0.00713,0.181,0.0023529000000000002,1,0.00727,0.0012121
Alauda arvensis,NA,0.0312,0.363,0.010296,1,0.0234,0.0053040000000000006
Calcarius lapponicus,NA,0.022,0.286,0.00726,1,0.0139,0.00374
Plectrophenax nivalis,NA,0.0422,0.33,0.013926000000000001,1,0.0184,0.007174000000000001
Certhia familiaris,NA,0.00833,0.194,0.0027489000000000003,1,0.00812,0.0014161000000000002
Corvus monedula,NA,0.181,0.6,0.05973,1,0.0618,0.030770000000000002
Corvus corone,NA,0.553,0.925,0.18249,1,0.147,0.09401000000000001
Garrulus glandarius,NA,0.15,0.548,0.0495,1,0.0662,0.025500000000000002
Emberiza citrinella,NA,0.0292,0.267,0.009636,1,0.0141,0.0049640000000000005
Emberiza pusilla,NA,0.014,0.212,0.00462,1,0.00946,0.00238
Emberiza schoeniclus,NA,0.0181,0.242,0.005973000000000001,1,0.012,0.0030770000000000003
Carduelis carduelis,NA,0.018,0.244,0.00594,1,0.00995,0.00306
Chloris chloris,NA,0.025,0.27,0.00825,1,0.0144,0.00425
Coccothraustes coccothraustes,NA,0.044899999999999995,0.325,0.014816999999999999,1,0.0177,0.007633
Fringilla coelebs,NA,0.0228,0.262,0.007524,1,0.013,0.0038760000000000005
Fringilla montifringilla,NA,0.0232,0.266,0.007656,1,0.0125,0.003944
Linaria flavirostris,NA,0.0169,0.23,0.0055769999999999995,1,0.00979,0.002873
Pyrrhula pyrrhula,NA,0.0257,0.274,0.008481,1,0.0146,0.0043690000000000005
Spinus spinus,NA,0.0112,0.212,0.003696,1,0.00785,0.001904
Hirundo rustica,NA,0.018600000000000002,0.324,0.006138000000000001,1,0.014,0.0031620000000000007
Tachycineta bicolor,NA,0.0201,0.319,0.006633,1,0.0135,0.0034170000000000003
Agelaius phoeniceus,NA,0.0526,0.3,0.017358000000000002,1,0.0172,0.008942
Dumetella carolinensis,NA,0.036899999999999995,0.287,0.012176999999999999,1,0.0162,0.006273
Mimus polyglottos,NA,0.0485,0.356,0.016005000000000002,1,0.0269,0.008245
Toxostoma rufum,NA,0.065,0.326,0.02145,1,0.0217,0.01105
Anthus cervinus,NA,0.02,0.273,0.006600000000000001,1,0.0129,0.0034000000000000002
Anthus pratensis,NA,0.019899999999999998,0.273,0.006567,1,0.0143,0.0033829999999999997
Anthus spinoletta,NA,0.0255,0.276,0.008415,1,0.0151,0.004335
Motacilla alba,NA,0.0195,0.261,0.006435000000000001,1,0.0127,0.0033150000000000002
Erithacus rubecula,NA,0.0161,0.222,0.005313,1,0.0101,0.0027370000000000003
Oenanthe oenanthe,NA,0.0248,0.307,0.008184,1,0.0158,0.004216
Phoenicurus phoenicurus,NA,0.0149,0.233,0.004917,1,0.0106,0.002533
Cyanistes caeruleus,NA,0.010199999999999999,0.198,0.0033659999999999996,1,0.00831,0.0017339999999999999
Parus major,NA,0.0161,0.232,0.005313,1,0.0113,0.0027370000000000003
Geothlypis trichas,NA,0.01,0.178,0.0033000000000000004,1,0.00663,0.0017000000000000001
Mniotilta varia,NA,0.011,0.213,0.00363,1,0.0088,0.00187
Parkesia motacilla,NA,0.023,0.265,0.00759,1,0.0126,0.00391
Seiurus aurocapilla,NA,0.0189,0.242,0.006237,1,0.0111,0.003213
Setophaga americana,NA,0.0089,0.18,0.002937,1,0.00685,0.001513
Setophaga caerulescens,NA,0.01,0.195,0.0033000000000000004,1,0.008,0.0017000000000000001
Setophaga citrina,NA,0.011,0.206,0.00363,1,0.0087,0.00187
Setophaga dominica,NA,0.01,0.206,0.0033000000000000004,1,0.0091,0.0017000000000000001
Setophaga ruticilla,NA,0.0077,0.195,0.0025410000000000003,1,0.00782,0.001309
Setophaga striata,NA,0.013,0.23,0.00429,1,0.0091,0.00221
Setophaga tigrina,NA,0.01,0.208,0.0033000000000000004,1,0.0078,0.0017000000000000001
Junco hyemalis,NA,0.02,0.25,0.006600000000000001,1,0.011,0.0034000000000000002
Passer domesticus,NA,0.0294,0.24,0.009702,1,0.012,0.004998
Phylloscopus collybita,NA,0.00833,0.185,0.0027489000000000003,1,0.00721,0.0014161000000000002
Phylloscopus trochilus,NA,0.00824,0.198,0.0027192,1,0.00787,0.0014008000000000002
Dinemellia dinemelli,NA,0.064,0.434,0.02112,1,0.0397,0.01088
Prunella modularis,NA,0.0171,0.211,0.0056430000000000004,1,0.00895,0.0029070000000000003
Regulus regulus,NA,0.00542,0.156,0.0017886000000000002,1,0.00525,9.214000000000002e-4
Sturnus vulgaris,NA,0.085,0.384,0.028050000000000002,1,0.0251,0.014450000000000003
Sylvia atricapilla,NA,0.021,0.226,0.00693,1,0.00983,0.0035700000000000007
Troglodytes troglodytes,NA,0.00878,0.154,0.0028974,1,0.00529,0.0014926
Turdus iliacus,NA,0.0636,0.362,0.020988000000000003,1,0.0227,0.010812000000000002
Turdus merula,NA,0.0947,0.397,0.031251,1,0.0306,0.016099000000000002
Turdus migratorius,NA,0.068,0.39,0.02244,1,0.028,0.01156
Turdus philomelos,NA,0.0719,0.361,0.023727,1,0.0226,0.012223000000000001
Turdus pilaris,NA,0.0932,0.433,0.030756000000000002,1,0.0335,0.015844
Turdus torquatus,NA,0.105,0.439,0.03465,1,0.033,0.01785
Vireo olivaceus,NA,0.018,0.243,0.00594,1,0.0103,0.00306
Ardea alba,NA,0.874,1.42,0.28842,2,0.229,0.14858000000000002
Ardea cinerea,NA,1.21,1.6,0.3993,2,0.358,0.20570000000000002
Ardea herodias,NA,2.39,1.78,0.7887000000000001,2,0.428,0.40630000000000005
Ardea herodias,NA,2.37,1.87,0.7821,2,0.483,0.40290000000000004
Bubulcus ibis,NA,0.338,0.891,0.11154000000000001,2,0.114,0.05746000000000001
Butorides striata,NA,0.212,0.68,0.06996,2,0.0724,0.03604
Egretta caerulea,NA,0.395,0.98,0.13035000000000002,2,0.134,0.06715
Egretta tricolor,NA,0.375,0.89,0.12375,2,0.118,0.06375
Pelecanus erythrorhynchos,NA,5.09,2.47,1.6797,2,0.68,0.8653000000000001
Pelecanus occidentalis,NA,3.39,2.24,1.1187,2,0.467,0.5763
Pelecanus onocrotalus,NA,7.3,2.86,2.4090000000000003,2,0.934,1.241
Pelecanus rufescens,NA,4.8,2.22,1.584,2,0.645,0.8160000000000001
Eudocimus albus,NA,0.9,0.959,0.29700000000000004,2,0.149,0.15300000000000002
Platalea ajaja,NA,1.4,1.28,0.46199999999999997,2,0.226,0.238
Plegadis chihi,NA,0.418,0.923,0.13794,2,0.126,0.07106
Phaethon aethereus,NA,0.65,1.08,0.21450000000000002,2,0.11,0.11050000000000001
Phaethon lepturus,NA,0.37,0.918,0.1221,2,0.0847,0.0629
Phoeniconaias minor,NA,1.46,1.31,0.4818,2,0.198,0.2482
Colaptes auratus,NA,0.142,0.497,0.04686,2,0.0465,0.024139999999999998
Jynx torquilla,NA,0.0297,0.292,0.009801,2,0.015,0.0050490000000000005
Sphyrapicus varius,NA,0.0503,0.39,0.016599,2,0.0239,0.008551
Aechmophorus occidentalis,NA,1.48,0.794,0.4884,2,0.0758,0.2516
Diomedea exulans,NA,8.73,3.01,2.8809000000000005,2,0.592,1.4841000000000002
Phoebetria palpebrata,NA,2.56,2.18,0.8448000000000001,2,0.338,0.43520000000000003
Thalassarche chrysostoma,NA,3.79,2.18,1.2507000000000001,2,0.334,0.6443000000000001
Thalassarche melanophris,NA,3.79,2.19,1.2507000000000001,2,0.354,0.6443000000000001
Hydrobates leucorhous,NA,0.034,0.47,0.01122,2,0.0289,0.00578
Hydrobates pelagicus,NA,0.0258,0.355,0.008514,2,0.0161,0.004386
Fregetta tropica,NA,0.065,0.46,0.02145,2,0.0288,0.01105
Garrodia nereis,NA,0.0285,0.348,0.009405,2,0.0173,0.004845
Oceanites oceanicus,NA,0.038,0.396,0.01254,2,0.0216,0.0064600000000000005
Daption capense,NA,0.418,0.875,0.13794,2,0.0773,0.07106
Fulmarus glacialis,NA,0.824,1.13,0.27192,2,0.119,0.14008
Halobaena caerulea,NA,0.202,0.69,0.06666000000000001,2,0.0519,0.03434
Macronectes giganteus,NA,5.19,1.98,1.7127000000000001,2,0.326,0.8823000000000001
Macronectes halli,NA,5.19,2.01,1.7127000000000001,2,0.331,0.8823000000000001
Pachyptila desolata,NA,0.155,0.636,0.05115,2,0.047,0.026350000000000002
Pelecanoides georgicus,NA,0.122,0.388,0.040260000000000004,2,0.0197,0.02074
Pelecanoides urinatrix,NA,0.133,0.408,0.043890000000000005,2,0.0221,0.02261
Procellaria aequinoctialis,NA,1.37,1.41,0.45210000000000006,2,0.167,0.23290000000000002
Puffinus lherminieri,NA,0.168,0.671,0.05544,2,0.0461,0.028560000000000006
Puffinus puffinus,NA,0.39,0.82,0.1287,2,0.06,0.06630000000000001
Asio otus,NA,0.28,0.936,0.09240000000000001,2,0.13,0.04760000000000001
Athene cunicularia,NA,0.155,0.6,0.05115,2,0.0555,0.026350000000000002
Bubo virginianus,NA,1.35,1.27,0.44550000000000006,2,0.256,0.22950000000000004
Megascops asio,NA,0.181,0.523,0.05973,2,0.0475,0.030770000000000002
Tyto alba,NA,0.466,1.05,0.15378000000000003,2,0.151,0.07922000000000001
Anhinga anhinga,NA,1.24,1.16,0.4092,2,0.174,0.21080000000000002
Fregata magnificens,NA,1.47,2.12,0.48510000000000003,2,0.359,0.2499
Gulosus aristotelis,NA,1.75,1.04,0.5775,2,0.157,0.29750000000000004
Leucocarbo atriceps,NA,2.23,1.13,0.7359,2,0.183,0.37910000000000005
Nannopterum auritum,NA,1.68,1.19,0.5544,2,0.182,0.2856
Phalacrocorax carbo,NA,2.56,1.35,0.8448000000000001,2,0.224,0.43520000000000003
Morus bassanus,NA,3,1.85,0.99,2,0.262,0.51
Sula leucogaster,NA,1.25,1.51,0.41250000000000003,2,0.191,0.21250000000000002
Sula sula,NA,1.05,1.47,0.34650000000000003,2,0.206,0.17850000000000002
Accipiter brevipes,NA,0.22,0.7,0.0726,2,0.0739,0.0374
Accipiter gentilis,f,1.2,1.2,0.396,2,0.24,0.20400000000000001
Accipiter gentilis,m,0.717,1.03,0.23661000000000001,2,0.1643,0.12189
Accipiter nisus,f,0.295,0.76,0.09735,2,0.0912,0.05015
Accipiter nisus,m,0.115,0.62,0.037950000000000005,2,0.0638,0.01955
Aquila fasciata,NA,2.049,1.74,0.67617,2,0.3792,0.34833000000000003
Circus aeruginosus,NA,0.651,1.33,0.21483000000000002,2,0.2248,0.11067000000000002
Circus cyaneus,NA,0.43,1.1,0.1419,2,0.1539,0.0731
Circus macrourus,NA,0.358,1.06,0.11814,2,0.1553,0.060860000000000004
Circus pygargus,NA,0.25,1.04,0.0825,2,0.129,0.0425
Clanga pomarina,NA,2.015,1.8,0.66495,2,0.5133,0.34255
Haliaeetus vocifer,NA,3,1.9,0.99,2,0.5,0.51
Hieraaetus pennatus,NA,0.595,1.16,0.19635,2,0.2004,0.10115
Micronisus gabar,NA,0.15,0.65,0.0495,2,0.065,0.025500000000000002
Milvus migrans,NA,0.858,1.4,0.28314,2,0.2744,0.14586000000000002
Milvus milvus,NA,0.851,1.5,0.28083,2,0.304,0.14467
Neophron percnopterus,NA,1.849,1.65,0.61017,2,0.35,0.31433
Pernis apivorus,NA,0.8,1.27,0.264,2,0.26,0.136
Pandion haliaetus,NA,2,1.7,0.66,2,0.3196,0.34
Anas acuta,NA,0.911,0.93,0.30063,2,0.0918,0.15487
Anas platyrhynchos,NA,1.094,0.89,0.36102000000000006,2,0.1054,0.18598000000000003
Aythya ferina,NA,1.005,0.78,0.33165,2,0.066,0.17085
Aythya fuligula,NA,0.806,0.75,0.26598000000000005,2,0.063,0.13702000000000003
Cygnus olor,NA,8.76,2.3,2.8908,2,0.6504,1.4892
Mareca strepera,NA,0.74,0.9,0.2442,2,0.1,0.1258
Mergus merganser,NA,1.479,0.96,0.48807000000000006,2,0.068,0.25143000000000004
Spatula clypeata,NA,0.598,0.78,0.19734,2,0.075,0.10166
Apus affinis,NA,0.018,0.33,0.00594,2,0.01,0.00306
Apus apus,NA,0.04,0.4,0.013200000000000002,2,0.015,0.0068000000000000005
Apus pallidus,NA,0.04,0.4,0.013200000000000002,2,0.015,0.0068000000000000005
Tachymarptis melba,NA,0.081,0.5,0.026730000000000004,2,0.0271,0.013770000000000001
Upupa epops,NA,0.07,0.44,0.023100000000000002,2,0.0422,0.011900000000000003
Caprimulgus ruficollis,NA,0.069,0.67,0.022770000000000002,2,0.0567,0.011730000000000003
Charadrius hiaticula,NA,0.053,0.4,0.01749,2,0.0179,0.00901
Pluvialis apricaria,NA,0.19,0.56,0.0627,2,0.05,0.0323
Pluvialis squatarola,NA,0.21,0.6,0.0693,2,0.055,0.0357
Vanellus spinosus,NA,0.15,0.7,0.0495,2,0.07,0.025500000000000002
Vanellus vanellus,NA,0.236,0.73,0.07788,2,0.082,0.04012
Cursorius cursor,NA,0.115,0.54,0.037950000000000005,2,0.0407,0.01955
Glareola nordmanni,NA,0.1,0.64,0.033,2,0.054,0.017
Glareola pratincola,NA,0.08,0.63,0.026400000000000003,2,0.0503,0.013600000000000001
Haematopus ostralegus,NA,0.403,0.85,0.13299000000000002,2,0.0891,0.06851000000000002
Chlidonias leucopterus,NA,0.068,0.57,0.02244,2,0.0545,0.01156
Chlidonias niger,NA,0.065,0.6,0.02145,2,0.0521,0.01105
Larus ridibundus,NA,0.275,0.96,0.09075000000000001,2,0.0983,0.04675000000000001
Hydrocoloeus minutus,NA,0.12,0.65,0.0396,2,0.08,0.0204
Larus argentatus,NA,0.705,1.35,0.23265,2,0.2001,0.11985
Larus cachinnans,NA,1,1.43,0.33,2,0.2496,0.17
Larus canus,NA,0.276,1.1,0.09108000000000001,2,0.138,0.04692000000000001
Larus fuscus,NA,0.797,1.34,0.26301,2,0.1895,0.13549000000000003
Himantopus himantopus,NA,0.16,0.75,0.05280000000000001,2,0.06,0.027200000000000002
Calidris alba,NA,0.05,0.35,0.0165,2,0.016,0.0085
Calidris alpina,NA,0.044,0.36,0.01452,2,0.016,0.00748
Calidris pugnax,f,0.12,0.45,0.0396,2,0.03,0.0204
Calidris pugnax,m,0.19,0.57,0.0627,2,0.045,0.0323
Gallinago gallinago,NA,0.122,0.46,0.040260000000000004,2,0.0309,0.02074
Limosa lapponica,NA,0.271,0.72,0.08943000000000001,2,0.055,0.04607000000000001
Numenius arquata,NA,0.726,1.04,0.23958000000000002,2,0.1189,0.12342
Numenius phaeopus,NA,0.373,0.82,0.12309,2,0.073,0.06341000000000001
Tringa nebularia,NA,0.171,0.6,0.05643000000000001,2,0.0369,0.029070000000000006
Tringa ochropus,NA,0.087,0.45,0.02871,2,0.0289,0.01479
Ciconia ciconia,NA,3.6,2.16,1.1880000000000002,2,0.6508,0.6120000000000001
Ciconia nigra,NA,3,1.85,0.99,2,0.5,0.51
Columba livia,NA,0.35,0.67,0.11549999999999999,2,0.0649,0.0595
Columba palumbus,NA,0.5,0.75,0.165,2,0.0904,0.085
Streptopelia turtur,NA,0.132,0.52,0.04356,2,0.04,0.02244
Merops apiaster,NA,0.058,0.47,0.01914,2,0.0273,0.00986
Falco biarmicus,NA,0.595,1.056,0.19635,2,0.141,0.10115
Falco columbarius,m,0.159,0.59,0.05247,2,0.0493,0.027030000000000002
Falco concolor,NA,0.25,0.9,0.0825,2,0.1196,0.0425
Falco eleonorae,NA,0.36,1,0.1188,2,0.15,0.061200000000000004
Falco naumanni,NA,0.148,0.65,0.04884,2,0.0611,0.025160000000000002
Falco peregrinus,m,0.411,0.77,0.13563,2,0.0723,0.06987
Falco peregrinus,f,0.998,1.1,0.32934,2,0.1478,0.16966
Falco peregrinus,m,0.57,0.96,0.1881,2,0.1098,0.0969
Falco subbuteo,NA,0.184,0.75,0.06072,2,0.0653,0.03128
Falco tinnunculus,NA,0.206,0.75,0.06798,2,0.0777,0.03502
Falco vespertinus,NA,0.165,0.72,0.054450000000000005,2,0.0728,0.028050000000000002
Coturnix coturnix,NA,0.096,0.37,0.03168,2,0.02,0.01632
Fulica atra,NA,0.744,0.75,0.24552000000000002,2,0.07,0.12648
Acrocephalus arundinaceus,NA,0.031,0.27,0.010230000000000001,1,0.0117,0.00527
Acrocephalus palustris,NA,0.013,0.2,0.00429,1,0.0072,0.00221
Acrocephalus scirpaceus,NA,0.01,0.2,0.0033000000000000004,1,0.0074,0.0017000000000000001
Hippolais icterina,NA,0.014,0.22,0.00462,1,0.0081,0.00238
Hippolais polyglotta,NA,0.011,0.2,0.00363,1,0.0083,0.00187
Iduna pallida,NA,0.012,0.2,0.00396,1,0.0083,0.00204
Alauda arvensis,NA,0.031,0.36,0.010230000000000001,1,0.0233,0.00527
Galerida cristata,NA,0.045,0.34,0.01485,1,0.02,0.0076500000000000005
Lullula arborea,NA,0.027,0.29,0.00891,1,0.0164,0.00459
Corvus monedula,NA,0.181,0.6,0.05973,1,0.0618,0.030770000000000002
Corvus corax,NA,0.945,1.14,0.31185,1,0.2472,0.16065000000000002
Corvus corone,NA,0.552,0.93,0.18216000000000002,1,0.147,0.09384000000000002
Corvus frugilegus,NA,0.454,0.93,0.14982,1,0.1373,0.07718000000000001
Corvus ruficollis,NA,0.72,1.1,0.2376,1,0.1944,0.12240000000000001
Garrulus glandarius,NA,0.15,0.55,0.0495,1,0.0662,0.025500000000000002
Nucifraga caryocatactes,NA,0.192,0.65,0.06336,1,0.079,0.03264
Pica pica,NA,0.227,0.61,0.07491,1,0.0595,0.038590000000000006
Emberiza hortulana,NA,0.022,0.26,0.00726,1,0.0138,0.00374
Carduelis carduelis,NA,0.018,0.24,0.00594,1,0.0099,0.00306
Chloris chloris,NA,0.029,0.27,0.00957,1,0.0112,0.00493
Fringilla coelebs,NA,0.023,0.26,0.00759,1,0.013,0.00391
Fringilla montifringilla,NA,0.023,0.27,0.00759,1,0.0125,0.00391
Linaria cannabina,NA,0.018,0.24,0.00594,1,0.0093,0.00306
Serinus serinus,NA,0.011,0.22,0.00363,1,0.0076,0.00187
Spinus spinus,NA,0.011,0.21,0.00363,1,0.0079,0.00187
Cecropis daurica,NA,0.022,0.33,0.00726,1,0.0154,0.00374
Delichon urbicum,NA,0.018,0.28,0.00594,1,0.0107,0.00306
Hirundo rustica,NA,0.017,0.32,0.00561,1,0.014,0.00289
Ptyonoprogne rupestris,NA,0.024,0.33,0.00792,1,0.0113,0.00408
Riparia riparia,NA,0.014,0.28,0.00462,1,0.0096,0.00238
Lanius collurio,NA,0.03,0.3,0.0099,1,0.0145,0.0051
Locustella naevia,NA,0.013,0.19,0.00429,1,0.007,0.00221
Anthus pratensis,NA,0.02,0.27,0.006600000000000001,1,0.0143,0.0034000000000000002
Anthus spinoletta,NA,0.026,0.28,0.00858,1,0.0151,0.00442
Anthus trivialis,NA,0.022,0.28,0.00726,1,0.0126,0.00374
Motacilla alba,NA,0.02,0.27,0.006600000000000001,1,0.0129,0.0034000000000000002
Motacilla cinerea,NA,0.017,0.26,0.00561,1,0.011,0.00289
Motacilla flava,NA,0.017,0.26,0.00561,1,0.0103,0.00289
Erithacus rubecula,NA,0.015,0.22,0.00495,1,0.0101,0.00255
Ficedula hypoleuca,NA,0.013,0.24,0.00429,1,0.0091,0.00221
Luscinia megarhynchos,NA,0.02,0.25,0.006600000000000001,1,0.0116,0.0034000000000000002
Muscicapa striata,NA,0.015,0.24,0.00495,1,0.011,0.00255
Oenanthe oenanthe,NA,0.025,0.31,0.00825,1,0.0157,0.00425
Phoenicurus ochruros,NA,0.015,0.25,0.00495,1,0.0106,0.00255
Phoenicurus phoenicurus,NA,0.015,0.23,0.00495,1,0.0106,0.00255
Saxicola rubetra,NA,0.016,0.24,0.00528,1,0.0095,0.00272
Periparus ater,NA,0.009,0.19,0.00297,1,0.0061,0.00153
Phylloscopus trochilus,NA,0.008,0.19,0.00264,1,0.0071,0.00136
Prunella modularis,NA,0.017,0.21,0.00561,1,0.009,0.00289
Regulus ignicapilla,NA,0.006,0.15,0.00198,1,0.005,0.00102
Regulus regulus,NA,0.005,0.16,0.0016500000000000002,1,0.0053,8.500000000000001e-4
Sturnus vulgaris,NA,0.085,0.38,0.028050000000000002,1,0.023,0.014450000000000003
Curruca communis,NA,0.015,0.21,0.00495,1,0.0087,0.00255
Curruca curruca,NA,0.012,0.2,0.00396,1,0.0073,0.00204
