name,sex,bodymass,wingspan,fat_mass,order,wingarea,muscle_mass,range,body_mass_out,fat_mass_out,muscle_mass_out,start_min_speed,end_min_speed
Leucocarbo atriceps,NA,2.23,1.13,0.7359,2,0.183,0.37910000000000005,4891.727279215525,1.224924299666657,-0,0.37910000000000005,19.25755574143178,15.774530697301222
Urile pelagicus,NA,1.156,0.954,0.38148,2,0.145,0.19652,4799.882943399563,0.6348175437230823,-0,0.19652,16.834606282966988,13.788167457195552
Urile penicillatus,NA,1.869,1.083,0.61677,2,0.1865,0.31773,4702.946467280925,1.026397754374685,-0,0.31773,18.545911679289585,15.190455353184252
Morus bassanus,NA,3.01,1.85,0.9933,2,0.262,0.5117,9126.079408664058,1.6541232643946338,-0,0.5117,16.634003005001595,13.62540641084041
Sula dactylatra,NA,1.75,1.563,0.5775,2,0.2148,0.29750000000000004,8625.208768149527,0.9615486173080656,-0,0.29750000000000004,15.1026936742684,12.37035303824131
Sula leucogaster,NA,1.348,1.475,0.44484000000000007,2,0.1995,0.22916000000000003,8612.668739941717,0.7406894701980097,-0,0.22916000000000003,14.250702783638278,11.672536315358661
Sula nebouxii,NA,1.428,1.555,0.47124,2,0.2126,0.24276,9015.568991371949,0.7847043749524784,-0,0.24276,14.148727230652998,11.589215945910862
Sula sula,NA,1.195,1.526,0.39435000000000003,2,0.2119,0.20315000000000003,9134.096067770062,0.6565368233303756,-0,0.20315000000000003,13.458778419869954,11.023267126856634
Anous stolidus,NA,0.19,0.85,0.0627,2,0.08,0.0323,7581.714047397623,0.1044047461865534,-0,0.0323,9.766424039290976,7.99945984165962
Gygis alba,NA,0.11,0.7,0.0363,2,0.04,0.0187,7752.950112911562,0.06044997682146969,-0,0.0187,8.96883747120807,7.3463242142473195
Onychoprion fuscatus,NA,0.2,0.9,0.066,2,0.07,0.034,8458.720206963275,0.10991157934718689,-0,0.034,9.655015211761038,7.908406463396686
Phaethon rubricauda,NA,0.65,1.11,0.21450000000000002,2,0.11,0.11050000000000001,8090.474286131329,0.3571559117833282,-0,0.11050000000000001,12.880295554618662,10.550004540130749
Ardenna pacifica,NA,0.38,1.01,0.1254,2,0.1,0.0646,8066.722331401428,0.20881889630424127,-0,0.0646,11.289581837802462,9.24724914550275
Puffinus nativitatis,NA,0.34,0.82,0.11220000000000001,2,0.07,0.05780000000000001,6874.184167843377,0.1868036684275324,-0,0.05780000000000001,12.073189189294107,9.888761731505724
Sula dactylatra,NA,1.9,1.64,0.627,2,0.22,0.323,9034.12194806228,1.043893626941116,-0,0.323,15.153854582766881,12.411898882223527
Sula leucogaster,NA,1.26,1.52,0.4158,2,0.19,0.21420000000000003,9309.275768120393,0.6924131266047574,-0,0.21420000000000003,13.725636600790999,11.242730970842585
Sula sula,NA,1.1,1.5,0.36300000000000004,2,0.2,0.18700000000000003,9241.411435944983,0.6044775242617881,-0,0.18700000000000003,13.205034630694259,10.816205637253793
Cinnyris osea,NA,0.00617,0.1504,0.0020361000000000003,1,0.004856,0.0010489000000000002,2337.8574214102773,0.003389872460882158,-0,0.0010489000000000002,7.403155942551718,6.064464959770982
Sturnus vulgaris,NA,0.07011,0.378,0.023136300000000002,1,0.023021,0.011918700000000003,3874.7532404767935,0.038511965089143604,-0,0.011918700000000003,10.502735602818763,8.602561138692074
Accipiter brevipes,NA,0.195,0.7,0.06435,2,0.0739,0.033150000000000006,5819.876444632105,0.10716356616056541,-0,0.033150000000000006,10.855710084146637,8.892360939505418
Accipiter nisus,NA,0.277,0.67,0.09141000000000002,2,0.0768,0.04709000000000001,4919.997017600793,0.15216631550857626,-0,0.04709000000000001,12.474131418605992,10.217213114851582
Aquila chrysaetos,NA,4.069,2.03,1.34277,2,0.597,0.6917300000000001,7054.456088881367,2.2359161691564977,-0,0.6917300000000001,17.5588811451648,14.38331456905075
Aquila nipalensis,NA,2.9,2.03,0.957,2,0.4853,0.493,8509.73063180295,1.5933893534492385,-0,0.493,15.68347972657694,12.846042054771868
Buteo buteo,NA,0.885,1.24,0.29205000000000003,2,0.2689,0.15045,6220.372650707738,0.4861503002180495,-0,0.15045,13.50751478942519,11.063204213735837
Buteo lagopus,NA,0.943,1.35,0.31119,2,0.3324,0.16031,6448.9820413197795,0.5180470378960849,-0,0.16031,13.222497050240415,10.82991319278551
Circus aeruginosus,NA,0.653,1.16,0.21549000000000001,2,0.204,0.11101000000000001,6770.653795181434,0.35883937385850595,-0,0.11101000000000001,12.619009429201592,10.336521079913743
Circus cyaneus,NA,0.433,1.1,0.14289000000000002,2,0.1568,0.07361000000000001,7570.919509798413,0.23788704529572022,-0,0.07361000000000001,11.299340195391448,9.254564284916489
Circus macrourus,NA,0.42,1.09,0.1386,2,0.1483,0.0714,7674.263726096211,0.23077157756541422,-0,0.0714,11.236242483215637,9.203220951685102
Circus pygargus,NA,0.291,1.09,0.09603,2,0.135,0.04947,8413.834383615613,0.15991232376999198,-0,0.04947,9.942046187131702,8.143373232445441
Clanga pomarina,NA,1.391,1.47,0.45903000000000005,2,0.5153,0.23647,5415.33299776803,0.7642086612063757,-0,0.23647,14.425193383646723,11.815750099520043
Haliaeetus albicilla,NA,4.967,2.18,1.63911,2,0.8824,0.84439,6258.54822310577,2.729180253884536,-0,0.84439,18.10922518259758,14.834215361562771
Hieraaetus pennatus,NA,0.828,1.11,0.27324,2,0.2004,0.14076,5953.649190435861,0.45496927801606535,-0,0.14076,13.963115854337495,11.437605712215703
Milvus migrans,NA,0.815,1.52,0.26895,2,0.2805,0.13855,8845.101650055403,0.4478765300102246,-0,0.13855,11.869433239473116,9.722249987985036
Milvus milvus,NA,1.012,1.66,0.33396000000000003,2,0.3248,0.17204000000000003,9187.265517152591,0.5561698232043004,-0,0.17204000000000003,12.208276881022902,9.999985272148773
Neophron percnopterus,NA,2.062,1.65,0.68046,2,0.3555,0.35054,7397.981979542331,1.1330926568014872,-0,0.35054,15.525800803243959,12.71765148276816
Pernis apivorus,NA,0.778,1.26,0.25674,2,0.2471,0.13226000000000002,6887.196581070624,0.42741082142052456,-0,0.13226000000000002,12.836219547829328,10.513462492860139
Pandion haliaetus,NA,1.578,1.6,0.5207400000000001,2,0.3201,0.26826000000000005,7861.990379400915,0.8671399205501708,-0,0.26826000000000005,14.420801746567717,11.812333261641529
Anas acuta,NA,1.024,0.9,0.33792,2,0.0879,0.17408,5616.028137526895,0.5623957721391022,-0,0.17408,16.64540990161876,13.63321956965022
Anas crecca,NA,0.348,0.59,0.11484,2,0.0428,0.05916,4864.349701498207,0.1911319017608746,-0,0.05916,14.344036628621966,11.748415485683134
Anas platyrhynchos,NA,1.082,0.88,0.35706000000000004,2,0.1062,0.18394000000000002,4881.163221820993,0.5944878188888475,-0,0.18394000000000002,17.14565848163924,14.045371953763388
Anser albifrons,NA,2.582,1.41,0.85206,2,0.1835,0.43894,6968.190472242328,1.4188364082002691,-0,0.43894,18.103333936697968,14.829558938716193
Anser anser,NA,3.326,1.55,1.09758,2,0.3079,0.56542,6168.4105631434495,1.8272179596128102,-0,0.56542,18.787800204505924,15.389462110458018
Anser fabalis,NA,3.035,1.62,1.0015500000000002,2,0.2675,0.51595,7276.770641598739,1.667729082220839,-0,0.51595,17.824737021357123,14.601064599231016
Aythya ferina,NA,0.823,0.77,0.27159,2,0.0615,0.13991,5269.051836112416,0.45215391948583894,-0,0.13991,16.7309729084504,13.705044663297087
Aythya fuligula,NA,0.694,0.71,0.22902,2,0.0474,0.11798,5333.225325783976,0.38114268794155093,-0,0.11798,16.4605719931605,13.481831059872906
Aythya marila,NA,0.931,0.82,0.30723000000000006,2,0.0621,0.15827000000000002,5641.333135039739,0.5115223760705794,-0,0.15827000000000002,16.89345603660515,13.838260745454301
Branta bernicla,NA,1.306,1.01,0.43098000000000003,2,0.1129,0.22202000000000002,5778.837464841879,0.7176518718864451,-0,0.22202000000000002,17.040686084105417,13.95939035347743
Branta canadensis,NA,3.628,1.69,1.19724,2,0.3717,0.6167600000000001,6473.1946569946895,1.9932512298427292,-0,0.6167600000000001,18.5219368247112,15.171784446151314
Branta leucopsis,NA,1.705,1.08,0.5626500000000001,2,0.115,0.28985000000000005,5975.770148565995,0.9369701805198007,-0,0.28985000000000005,18.011459986755803,14.755054500127269
Bucephala clangula,NA,0.901,0.7,0.29733000000000004,2,0.0598,0.15317000000000003,4390.889154179321,0.49500071960532144,-0,0.15317000000000003,18.08557876210656,14.815636137517314
Clangula hyemalis,NA,0.874,0.71,0.28842,2,0.0669,0.14858000000000002,4323.52270100366,0.4799497940281472,-0,0.14858000000000002,17.77647318023325,14.56020474873154
Cygnus columbianus,NA,6.637,1.98,2.19021,2,0.4608,1.12829,6582.499665461832,3.6461835385308135,-0,1.12829,20.930312835336153,17.144589257262286
Cygnus cygnus,NA,8.689,2.29,2.86737,2,0.6045,1.47713,7027.2678141050155,4.774046437469705,-0,1.47713,21.29165398398157,17.441044776263578
Cygnus olor,NA,10.597,2.3,3.49701,2,0.6504,1.80149,6452.45440761749,5.822779891468224,-0,1.80149,22.699448411352428,18.595349881085035
Mareca penelope,NA,0.783,0.82,0.25839,2,0.0814,0.13311,5297.2860061866095,0.4302678600567676,-0,0.13311,15.94569067026266,13.062521054529846
Melanitta fusca,NA,1.743,0.97,0.5751900000000001,2,0.101,0.29631,5194.107281979521,0.9576169660225959,-0,0.29631,19.145535805833926,15.683597227132779
Melanitta nigra,NA,0.99,0.85,0.3267,2,0.0679,0.1683,5692.184021642845,0.5439926205764252,-0,0.1683,16.936184963947532,13.873695221802553
Mergus merganser,NA,1.489,0.93,0.49137000000000003,2,0.0767,0.25313,5634.283463768863,0.8182346784918875,-0,0.25313,18.552379563013368,15.198300201261898
Mergus serrator,NA,1.004,0.87,0.33132,2,0.0678,0.17068000000000003,5899.824003672345,0.5514811881748559,-0,0.17068000000000003,16.818965527710347,13.775845162482115
Somateria mollissima,NA,2.015,0.98,0.66495,2,0.131,0.34255,4516.778990293359,1.106374728379072,-0,0.34255,19.991409028633672,16.374042542823354
Somateria spectabilis,NA,1.591,0.93,0.52503,2,0.108,0.27047,4801.507449377151,0.8740408295951766,-0,0.27047,18.96689518304086,15.537161103323587
Apus apus,NA,0.038,0.4,0.01254,2,0.0168,0.0064600000000000005,5598.618910268066,0.0208824611673737,-0,0.0064600000000000005,8.323549130372907,6.817935947840467
Apus pallidus,NA,0.042,0.44,0.01386,2,0.0263,0.007140000000000001,5398.73069115228,0.023076997399178834,-0,0.007140000000000001,8.2055559980792,6.720945057237796
Tachymarptis melba,NA,0.078,0.57,0.025740000000000002,2,0.0304,0.013260000000000001,6784.288377494419,0.04286537785000258,-0,0.013260000000000001,8.862511988826,7.259369746214063
Charadrius hiaticula,NA,0.064,0.41,0.02112,2,0.0179,0.01088,5405.104536674732,0.03516482157480444,-0,0.01088,9.782498871866723,8.012733883808368
Pluvialis squatarola,NA,0.219,0.62,0.07227,2,0.042,0.037230000000000006,5910.066564277818,0.12035410318563619,-0,0.037230000000000006,11.990104854979519,9.821751944661715
Vanellus vanellus,NA,0.219,0.75,0.07227,2,0.0744,0.037230000000000006,6353.073658134192,0.12031536504469165,-0,0.037230000000000006,10.90154857187486,8.928881249631536
Haematopus ostralegus,NA,0.523,0.82,0.17259000000000002,2,0.081,0.08891000000000002,5894.6841442646155,0.2873220165528894,-0,0.08891000000000002,13.937795899691043,11.41616631867444
Chlidonias leucopterus,NA,0.054,0.65,0.01782,2,0.0545,0.00918,6650.580144225201,0.029676073961981558,-0,0.00918,7.341374079620998,6.013306312776866
Larus ridibundus,NA,0.283,0.97,0.09339,2,0.0976,0.04811,8047.189333657965,0.15552990418533974,-0,0.04811,10.441565631822725,8.552851725282924
Larus argentatus,NA,1.142,1.34,0.37686,2,0.1968,0.19414,7718.751464989733,0.6275107907592069,-0,0.19414,14.146856882843498,11.587708777732185
Larus canus,NA,0.411,1.11,0.13563,2,0.1246,0.06987,8443.091176457106,0.22585881497444027,-0,0.06987,11.054407544171697,9.054617535621649
Larus fuscus,NA,0.719,1.34,0.23727,2,0.1934,0.12223,8605.353382859335,0.3950822322698131,-0,0.12223,12.124041081776973,9.930533760935091
Larus marinus,NA,1.669,1.67,0.5507700000000001,2,0.2881,0.28373000000000004,8704.29393615877,0.916898936432747,-0,0.28373000000000004,14.381747720145365,11.77912976622024
Rissa tridactyla,NA,0.408,0.96,0.13464,2,0.0953,0.06936,7519.865342483251,0.22419224571819138,-0,0.06936,11.857694618659563,9.712523598532144
Sterna paradisaea,NA,0.11,0.8,0.0363,2,0.0571,0.0187,8136.549533739009,0.060445555078585574,-0,0.0187,8.389579243730148,6.871622946368461
Arenaria interpres,NA,0.111,0.47,0.03663,2,0.0252,0.01887,5340.342796936725,0.06100269401323245,-0,0.01887,10.978600908116187,8.99327046627166
Calidris alpina,NA,0.054,0.36,0.01782,2,0.0156,0.00918,4841.108990227995,0.029675809164531667,-0,0.00918,9.864675009430421,8.080682255375821
Calidris canutus,NA,0.128,0.5,0.04224,2,0.0286,0.02176,5448.9450281547925,0.07034480650240917,-0,0.02176,11.162211217950816,9.143640706065847
Calidris pugnax,NA,0.114,0.55,0.03762,2,0.0388,0.01938,5706.247358179831,0.06264540876275694,-0,0.01938,10.239461954815784,8.387357420582909
Gallinago gallinago,NA,0.132,0.52,0.04356,2,0.0476,0.02244,4638.669434439112,0.07251401180310818,-0,0.02244,11.05835296381917,9.057566002128775
Limosa lapponica,NA,0.318,0.73,0.10494,2,0.052,0.054060000000000004,6503.214848252317,0.17474469684044522,-0,0.054060000000000004,12.513497983921761,10.250092443131413
Numenius arquata,NA,0.794,0.97,0.26202000000000003,2,0.1182,0.13498000000000002,6032.218553790646,0.4362668523548945,-0,0.13498000000000002,14.729397546957385,12.065207430338354
Numenius phaeopus,NA,0.383,1.07,0.12639,2,0.1365,0.06511,7829.365539194934,0.21047907280359632,-0,0.06511,10.9972884349081,9.007997374950929
Phalaropus fulicarius,NA,0.054,0.42,0.01782,2,0.0196,0.00918,5515.695791957032,0.02967481179867912,-0,0.00918,9.132914401454668,7.4809606333342415
Phalaropus lobatus,NA,0.033,0.34,0.01089,2,0.0146,0.00561,4848.348355428567,0.018130511657337055,-0,0.00561,8.61322225673764,7.054813989513593
Tringa glareola,NA,0.066,0.4,0.02178,2,0.0203,0.01122,4962.42841837642,0.03627166551724631,-0,0.01122,10.00618712571065,8.196674781156547
Tringa nebularia,NA,0.174,0.61,0.05742,2,0.0406,0.02958,6103.543892179467,0.09560245655096698,-0,0.02958,11.195383379151597,9.169939865661794
Stercorarius longicaudus,NA,0.297,1,0.09801,2,0.0891,0.05049,8582.441523745474,0.1631848039277761,-0,0.05049,10.450690576774173,8.55959146413616
Stercorarius parasiticus,NA,0.438,1.06,0.14454,2,0.1175,0.07446000000000001,7976.638650596328,0.24064444674414764,-0,0.07446000000000001,11.554719224545993,9.463839476099112
Ciconia ciconia,NA,3.432,1.91,1.13256,2,0.5326,0.5834400000000001,6974.68805805134,1.8856445858467699,-0,0.5834400000000001,17.102872082085803,14.009144991611546
Ciconia nigra,NA,3,1.5,0.99,2,0.2842,0.51,6201.808704590734,1.6486897346373122,-0,0.51,18.45249186122616,15.116461398853335
Columba oenas,NA,0.295,0.75,0.09735,2,0.0532,0.05015,6819.023115826861,0.16211976956870872,-0,0.05015,12.040256087781005,9.862613723774558
Columba palumbus,NA,0.49,0.75,0.1617,2,0.0842,0.0833,5026.947852843433,0.26921569622216684,-0,0.0833,14.260359513558079,11.681107985832792
Merops apiaster,NA,0.057,0.47,0.01881,2,0.0273,0.00969,5673.4912998306045,0.031319446055170605,-0,0.00969,8.790550008414543,7.200157791959631
Falco eleonorae,NA,0.387,0.95,0.12771000000000002,2,0.1041,0.06579,7229.969968064888,0.21268348686254035,-0,0.06579,11.711715600239835,9.593442094962203
Falco naumanni,NA,0.151,0.65,0.04983,2,0.0611,0.025670000000000002,5867.6110804664,0.08295329296203767,-0,0.025670000000000002,10.344579631862546,8.472601186402327
Falco peregrinus,NA,0.789,1.02,0.26037000000000005,2,0.1257,0.13413000000000003,6421.231262194052,0.4334756033353381,-0,0.13413000000000003,14.33361741087636,11.740433929513861
Falco subbuteo,NA,0.238,0.74,0.07854,2,0.0667,0.04046,6400.320789587677,0.1307836630657587,-0,0.04046,11.283745151031539,9.242657718815721
Falco tinnunculus,NA,0.203,0.73,0.06699000000000001,2,0.0708,0.034510000000000006,6297.247396438995,0.11153056915440918,-0,0.034510000000000006,10.773807513548117,8.824395011017035
Gavia arctica,NA,2.543,1.2,0.8391900000000001,2,0.1196,0.4323100000000001,6266.797510014136,1.397515988480039,-0,0.4323100000000001,19.524193428836313,15.994533893099172
Gavia stellata,NA,1.505,1.04,0.49665,2,0.089,0.25585,6396.644414324668,0.8268986134944691,-0,0.25585,17.60647711698134,14.422073290428246
Grus grus,NA,5.614,2.22,1.8526200000000002,2,0.5855,0.95438,7663.665378296571,3.0842721976858143,-0,0.95438,18.69332576761235,15.3115162469688
Porzana porzana,NA,0.078,0.38,0.025740000000000002,2,0.0236,0.013260000000000001,4168.578391862223,0.04284723943425489,-0,0.013260000000000001,10.854316105961118,8.890474081251885
Alauda arvensis,NA,0.039,0.35,0.012870000000000001,1,0.0207,0.0066300000000000005,3799.9384339787534,0.021425146226159528,-0,0.0066300000000000005,8.975667124855194,7.351851648188908
Lullula arborea,NA,0.027,0.29,0.00891,1,0.0164,0.00459,3297.109189215121,0.014833413975236676,-0,0.00459,8.722511082579771,7.14475971742061
Corvus monedula,NA,0.245,0.65,0.08085,1,0.0684,0.04165,4721.221355358201,0.13458044042395265,-0,0.04165,12.156566337489766,9.957019185341029
Corvus corax,NA,1.149,1.21,0.37917,1,0.2472,0.19533000000000003,5542.260769889128,0.6311903620746964,-0,0.19533000000000003,14.917799229891186,12.218922769970824
Corvus corone,NA,0.566,0.91,0.18678,1,0.1378,0.09622,5158.185057714901,0.3109824311255865,-0,0.09622,13.583894413145229,11.126992836128315
Corvus frugilegus,NA,0.488,0.93,0.16104000000000002,1,0.138,0.08296,5508.155027503318,0.26804694249804084,-0,0.08296,12.78872503506635,10.474375400998424
Garrulus glandarius,NA,0.162,0.54,0.05346000000000001,1,0.0644,0.027540000000000002,3804.6091094435938,0.08899405618642095,-0,0.027540000000000002,11.618688035777403,9.517023397169279
Nucifraga caryocatactes,NA,0.173,0.58,0.05709,1,0.0584,0.02941,4455.345093235652,0.0950217541089095,-0,0.02941,11.459220918815946,9.385576103047372
Carduelis carduelis,NA,0.016,0.24,0.00528,1,0.0093,0.00272,3242.266925423249,0.00878912799605247,-0,0.00272,8.05284067870591,6.595913319171897
Chloris chloris,NA,0.028,0.25,0.00924,1,0.0123,0.00476,3006.9952392511045,0.015385147762714527,-0,0.00476,9.509067114612202,7.789733919348773
Fringilla coelebs,NA,0.022,0.26,0.00726,1,0.0132,0.00374,3133.3097133863603,0.012088458149216675,-0,0.00374,8.60383362271653,7.047995701027356
Fringilla montifringilla,NA,0.024,0.27,0.00792,1,0.0126,0.00408,3341.7429000854427,0.013187217933542902,-0,0.00408,8.691590980247124,7.119771386684338
Linaria cannabina,NA,0.015,0.24,0.00495,1,0.0095,0.00255,3210.679588794811,0.008243767338666191,0,0.00255,7.881366572392059,6.456485151095107
Pyrrhula pyrrhula,NA,0.022,0.27,0.00726,1,0.0136,0.00374,3253.459438648232,0.01208646342102709,-0,0.00374,8.443000121055956,6.915789434437023
Spinus spinus,NA,0.014,0.21,0.00462,1,0.0076,0.00238,2977.2408613477937,0.007693934244838395,-0,0.00238,8.233884412329525,6.745357175581058
Delichon urbicum,NA,0.015,0.29,0.00495,1,0.0104,0.00255,3716.8338041850934,0.008242975424632204,-0,0.00255,7.169818295110304,5.873165269376617
