name,sex,bodymass,wingspan,fat_mass,order,wingarea,muscle_mass,range,body_mass_out,fat_mass_out,muscle_mass_out,start_min_speed,end_min_speed
Agelaius phoeniceus,NA,0.0526,0.3,0.017358000000000002,1,0.0172,0.008942,3193.0202247639027,0.028890560963261452,-0,0.008942,10.711957275777932,8.774052786437087
Dumetella carolinensis,NA,0.036899999999999995,0.287,0.012176999999999999,1,0.0162,0.006273,3194.7758832578465,0.02026643441210959,-0,0.006273,9.730677032340097,7.970012298644458
Mimus polyglottos,NA,0.0485,0.356,0.016005000000000002,1,0.0269,0.008245,3435.8591733784515,0.026655663316549262,0,0.008245,9.570851643987728,7.840722208133696
Toxostoma rufum,NA,0.065,0.326,0.02145,1,0.0217,0.01105,3177.5185797560175,0.03571616278372673,-0,0.01105,11.027536855725051,9.033859202116906
Anthus cervinus,NA,0.02,0.273,0.006600000000000001,1,0.0129,0.0034000000000000002,3362.70351734276,0.010989323200475626,-0,0.0034000000000000002,8.133788839890126,6.662758557329326
Anthus pratensis,NA,0.019899999999999998,0.273,0.006567,1,0.0143,0.0033829999999999997,3237.817297107588,0.010935621077838496,-0,0.0033829999999999997,8.120203084515968,6.651923944557699
Anthus spinoletta,NA,0.0255,0.276,0.008415,1,0.0151,0.004335,3194.6158649845675,0.014014748294250562,0,0.004335,8.772175719939243,7.186421828202612
Motacilla alba,NA,0.0195,0.261,0.006435000000000001,1,0.0127,0.0033150000000000002,3203.542141007051,0.010716988347660954,0,0.0033150000000000002,8.248728373622491,6.757492536642314
Erithacus rubecula,NA,0.0161,0.222,0.005313,1,0.0101,0.0027370000000000003,2859.8378251412796,0.008844006921582392,-0,0.0027370000000000003,8.390361173136718,6.872578607831279
Oenanthe oenanthe,NA,0.0248,0.307,0.008184,1,0.0158,0.004216,3595.557860773277,0.013625016604246167,-0,0.004216,8.24064416202153,6.749926301453357
Phoenicurus phoenicurus,NA,0.0149,0.233,0.004917,1,0.0106,0.002533,2985.808928364371,0.008187233969283886,-0,0.002533,7.981056283584408,6.537835245883024
Cyanistes caeruleus,NA,0.010199999999999999,0.198,0.0033659999999999996,1,0.00831,0.0017339999999999999,2676.431001493778,0.005605604862970232,-0,0.0017339999999999999,7.629854843703643,6.250586562947313
Parus major,NA,0.0161,0.232,0.005313,1,0.0113,0.0027370000000000003,2896.80295003244,0.0088432274483723,-0,0.0027370000000000003,8.207542698083657,6.722583139835602
Geothlypis trichas,NA,0.01,0.178,0.0033000000000000004,1,0.00663,0.0017000000000000001,2562.4674915105593,0.005493170956517139,-0,0.0017000000000000001,7.994120905431205,6.548134632882741
Mniotilta varia,NA,0.011,0.213,0.00363,1,0.0088,0.00187,2858.108506308295,0.006045469372457223,0,0.00187,7.543890436431729,6.1801343317916615
Parkesia motacilla,NA,0.023,0.265,0.00759,1,0.0126,0.00391,3265.7970268109348,0.012640366264523523,0,0.00391,8.64955988540065,7.085856282737547
Seiurus aurocapilla,NA,0.0189,0.242,0.006237,1,0.0111,0.003213,3069.0276959607686,0.010384844207942294,-0,0.003213,8.47760236000837,6.944555195864281
Setophaga americana,NA,0.0089,0.18,0.002937,1,0.00685,0.001513,2563.3711742833007,0.004890019785475524,-0,0.001513,7.6465587243559385,6.263852107492776
Setophaga caerulescens,NA,0.01,0.195,0.0033000000000000004,1,0.008,0.0017000000000000001,2665.9899961353976,0.0054945607065741055,-0,0.0017000000000000001,7.637714281190951,6.256604438713895
Setophaga citrina,NA,0.011,0.206,0.00363,1,0.0087,0.00187,2763.7665821686264,0.006042871421529186,-0,0.00187,7.670992600832243,6.283421643556377
Setophaga dominica,NA,0.01,0.206,0.0033000000000000004,1,0.0091,0.0017000000000000001,2709.40106251746,0.005494929775177838,-0,0.0017000000000000001,7.430997297144928,6.0873484539057054
Setophaga ruticilla,NA,0.0077,0.195,0.0025410000000000003,1,0.00782,0.001309,2652.109217047601,0.004232941183681839,0,0.001309,7.000161580534413,5.735220880433586
Setophaga striata,NA,0.013,0.23,0.00429,1,0.0091,0.00221,3093.7291833824424,0.007144903338350847,0,0.00221,7.675680757469133,6.288094473475494
Setophaga tigrina,NA,0.01,0.208,0.0033000000000000004,1,0.0078,0.0017000000000000001,2891.2215485303564,0.00549417086535345,-0,0.0017000000000000001,7.395185053535777,6.057653750491856
Junco hyemalis,NA,0.02,0.25,0.006600000000000001,1,0.011,0.0034000000000000002,3205.547401050126,0.010989178656302542,-0,0.0034000000000000002,8.499712043003454,6.96259249875782
Passer domesticus,NA,0.0294,0.24,0.009702,1,0.012,0.004998,2842.3562388127425,0.016152136909136854,-0,0.004998,9.864360315719559,8.080588282737452
Phylloscopus collybita,NA,0.00833,0.185,0.0027489000000000003,1,0.00721,0.0014161000000000002,2591.219777095117,0.0045777394829671705,-0,0.0014161000000000002,7.3778523105301135,6.0440750053257295
Phylloscopus trochilus,NA,0.00824,0.198,0.0027192,1,0.00787,0.0014008000000000002,2704.3911043281814,0.004527228035489786,-0,0.0014008000000000002,7.105748687119507,5.820619275875069
Dinemellia dinemelli,NA,0.064,0.434,0.02112,1,0.0397,0.01088,3799.4641376172335,0.035159516108235506,-0,0.01088,9.508168512555779,7.788089588258374
Prunella modularis,NA,0.0171,0.211,0.0056430000000000004,1,0.00895,0.0029070000000000003,2795.728047059524,0.009397332542441812,-0,0.0029070000000000003,8.780994167607375,7.193677200317121
Regulus regulus,NA,0.00542,0.156,0.0017886000000000002,1,0.00525,9.214000000000002e-4,2351.7853261681157,0.0029778527751353812,-0,9.214000000000002e-4,6.961569711352997,5.702676286051504
Sturnus vulgaris,NA,0.085,0.384,0.028050000000000002,1,0.0251,0.014450000000000003,3729.7616459459127,0.04670400247936958,-0,0.014450000000000003,11.111592681806366,9.102267514384975
Sylvia atricapilla,NA,0.021,0.226,0.00693,1,0.00983,0.0035700000000000007,2924.331809333355,0.011538784130836794,-0,0.0035700000000000007,9.086290732455154,7.443369811598253
Troglodytes troglodytes,NA,0.00878,0.154,0.0028974,1,0.00529,0.0014926,2325.076621104537,0.004824894503345756,-0,0.0014926,8.229544049101433,6.742070143270937
Turdus iliacus,NA,0.0636,0.362,0.020988000000000003,1,0.0227,0.010812000000000002,3693.711387814194,0.03494144796475394,-0,0.010812000000000002,10.389134680635031,8.510024221906283
Turdus merula,NA,0.0947,0.397,0.031251,1,0.0306,0.016099000000000002,3538.508329479368,0.05201681782154732,-0,0.016099000000000002,11.32917220390638,9.279637791724998
Turdus migratorius,NA,0.068,0.39,0.02244,1,0.028,0.01156,3749.468690892255,0.03734985241912678,-0,0.01156,10.23505386009654,8.383087477558115
Turdus philomelos,NA,0.0719,0.361,0.023727,1,0.0226,0.012223000000000001,3628.5377596256217,0.03950328297383659,-0,0.012223000000000001,10.837926402704738,8.877890715743261
Turdus pilaris,NA,0.0932,0.433,0.030756000000000002,1,0.0335,0.015844,3915.6151934365794,0.05121073216439642,-0,0.015844,10.790385784382195,8.839058338482625
Turdus torquatus,NA,0.105,0.439,0.03465,1,0.033,0.01785,3964.5935188851436,0.05767736588348847,-0,0.01785,11.151032578656437,9.1336175193922
Vireo olivaceus,NA,0.018,0.243,0.00594,1,0.0103,0.00306,3175.085375173212,0.009891380950966833,-0,0.00306,8.3235953168209,6.8185735616363
Ardea alba,NA,0.874,1.42,0.28842,2,0.229,0.14858000000000002,8487.37378442527,0.4801761279616922,-0,0.14858000000000002,12.56986473132372,10.295200427288096
Ardea cinerea,NA,1.21,1.6,0.3993,2,0.358,0.20570000000000002,7976.844104634999,0.6649521664419782,-0,0.20570000000000002,13.198653973465122,10.811293909736168
Ardea herodias,NA,2.39,1.78,0.7887000000000001,2,0.428,0.40630000000000005,7495.704154195568,1.3132903887209226,-0,0.40630000000000005,15.702413596019035,12.862175318505543
Ardea herodias,NA,2.37,1.87,0.7821,2,0.483,0.40290000000000004,7774.41144244184,1.3019278657835256,-0,0.40290000000000004,15.277014247394233,12.512405150763275
Bubulcus ibis,NA,0.338,0.891,0.11154000000000001,2,0.114,0.05746000000000001,6451.814043762954,0.18573034743159605,-0,0.05746000000000001,11.559407686480249,9.46838891601293
Butorides striata,NA,0.212,0.68,0.06996,2,0.0724,0.03604,5504.216857110708,0.11651096037705778,0,0.03604,11.325549088705,9.277486835674772
Egretta caerulea,NA,0.395,0.98,0.13035000000000002,2,0.134,0.06715,6826.131951531788,0.21705770701362054,-0,0.06715,11.610015701165558,9.509862339628667
Egretta tricolor,NA,0.375,0.89,0.12375,2,0.118,0.06375,6207.119847477227,0.20603710736936437,-0,0.06375,11.97361081689307,9.807371904103547
Pelecanus erythrorhynchos,NA,5.09,2.47,1.6797,2,0.68,0.8653000000000001,8928.806494783817,2.7968965895756237,-0,0.8653000000000001,17.15231000227416,14.049584774580202
Pelecanus occidentalis,NA,3.39,2.24,1.1187,2,0.467,0.5763,9784.182450748329,1.8630010733757023,-0,0.5763,15.728173949891397,12.883312912542625
Pelecanus onocrotalus,NA,7.3,2.86,2.4090000000000003,2,0.934,1.241,9140.62896466054,4.010905220776296,-0,1.241,17.976944217605958,14.724651717003164
Pelecanus rufescens,NA,4.8,2.22,1.584,2,0.645,0.8160000000000001,7672.13088601302,2.6372422281361345,-0,0.8160000000000001,17.741820415725417,14.532322015704084
Eudocimus albus,NA,0.9,0.959,0.29700000000000004,2,0.149,0.15300000000000002,5124.5561217535105,0.4944393932184564,-0,0.15300000000000002,15.445831289043072,12.651986590701345
Platalea ajaja,NA,1.4,1.28,0.46199999999999997,2,0.226,0.238,6378.02292686342,0.7690394570622617,-0,0.238,15.49206921335957,12.68881943241108
Plegadis chihi,NA,0.418,0.923,0.13794,2,0.126,0.07106,6267.189999318736,0.2296401431966147,-0,0.07106,12.191079208136358,9.985179789554278
Phaethon aethereus,NA,0.65,1.08,0.21450000000000002,2,0.11,0.11050000000000001,7762.071178801951,0.3571883652582234,-0,0.11050000000000001,13.057963196466854,10.695924286711026
Phaethon lepturus,NA,0.37,0.918,0.1221,2,0.0847,0.0629,7478.774094561908,0.20327829389271646,-0,0.0629,11.7369336072852,9.613081768908067
Phoeniconaias minor,NA,1.46,1.31,0.4818,2,0.198,0.2482,6963.664567414412,0.802335613493406,-0,0.2482,15.529473897930927,12.721057064723984
Colaptes auratus,NA,0.142,0.497,0.04686,2,0.0465,0.024139999999999998,4255.9190078825395,0.07802826028657911,-0,0.024139999999999998,11.590193376586447,9.494257949264385
Jynx torquilla,NA,0.0297,0.292,0.009801,2,0.015,0.0050490000000000005,3899.736750213604,0.01631774043998684,-0,0.0050490000000000005,8.973328432676148,7.35009117655379
Sphyrapicus varius,NA,0.0503,0.39,0.016599,2,0.0239,0.008551,4650.340942043465,0.0276356897218072,-0,0.008551,9.255957099382691,7.581397404801812
Aechmophorus occidentalis,NA,1.48,0.794,0.4884,2,0.0758,0.2516,4302.222625874648,0.812742277854593,-0,0.2516,20.037924891360426,16.413258752025662
Diomedea exulans,NA,8.73,3.01,2.8809000000000005,2,0.592,1.4841000000000002,11161.221025756451,4.796244413820144,-0,1.4841000000000002,18.60054699916776,15.234734270850085
Phoebetria palpebrata,NA,2.56,2.18,0.8448000000000001,2,0.338,0.43520000000000003,11201.229526211038,1.406832340823092,-0,0.43520000000000003,14.517789502471581,11.891487903476945
Thalassarche chrysostoma,NA,3.79,2.18,1.2507000000000001,2,0.334,0.6443000000000001,10215.146956974966,2.0826004449116313,-0,0.6443000000000001,16.547357250886126,13.553862033692543
Thalassarche melanophris,NA,3.79,2.19,1.2507000000000001,2,0.354,0.6443000000000001,10099.080472403668,2.0825853184037575,-0,0.6443000000000001,16.50953467056945,13.52286247864716
Hydrobates leucorhous,NA,0.034,0.47,0.01122,2,0.0289,0.00578,5689.62643169914,0.018680968344243588,-0,0.00578,7.399118851044211,6.06027621802809
Hydrobates pelagicus,NA,0.0258,0.355,0.008514,2,0.0161,0.004386,5011.5959918896115,0.01418006623775692,0,0.004386,7.765004449727266,6.360756943894121
Fregetta tropica,NA,0.065,0.46,0.02145,2,0.0288,0.01105,5329.876302334386,0.035710395901040234,-0,0.01105,9.283428612320806,7.603631013527375
Garrodia nereis,NA,0.0285,0.348,0.009405,2,0.0173,0.004845,4752.755212693326,0.015658724563206335,-0,0.004845,8.107404699727825,6.640560218966555
Oceanites oceanicus,NA,0.038,0.396,0.01254,2,0.0216,0.0064600000000000005,5088.3543962793265,0.020881746040511726,-0,0.0064600000000000005,8.365481633192703,6.85228178817514
Daption capense,NA,0.418,0.875,0.13794,2,0.0773,0.07106,7015.565761094522,0.22971048392714544,-0,0.07106,12.520998888272564,10.256338792746769
Fulmarus glacialis,NA,0.824,1.13,0.27192,2,0.119,0.14008,7675.875681532602,0.45274851750037726,-0,0.14008,13.816664653412674,11.317012288364655
Halobaena caerulea,NA,0.202,0.69,0.06666000000000001,2,0.0519,0.03434,6523.899288206136,0.11098460041083119,-0,0.03434,11.063456939706876,9.061724260166303
Macronectes giganteus,NA,5.19,1.98,1.7127000000000001,2,0.326,0.8823000000000001,8121.659817545736,2.852054058635916,-0,0.8823000000000001,19.282193299016665,15.795135732561555
Macronectes halli,NA,5.19,2.01,1.7127000000000001,2,0.331,0.8823000000000001,8284.04533633271,2.851116532619848,-0,0.8823000000000001,19.137755360419373,15.675025599567261
Pachyptila desolata,NA,0.155,0.636,0.05115,2,0.047,0.026350000000000002,6270.901190916028,0.08516602668570859,-0,0.026350000000000002,10.549400420764943,8.64082705797599
Pelecanoides georgicus,NA,0.122,0.388,0.040260000000000004,2,0.0197,0.02074,4261.14276066093,0.06700593357548096,-0,0.02074,12.469982794461252,10.213481769401938
Pelecanoides urinatrix,NA,0.133,0.408,0.043890000000000005,2,0.0221,0.02261,4325.426015978375,0.0730864951202464,-0,0.02261,12.515700277715334,10.252722768188946
Procellaria aequinoctialis,NA,1.37,1.41,0.45210000000000006,2,0.167,0.23290000000000002,8514.781296070592,0.7527632559622311,-0,0.23290000000000002,14.654380586656236,12.00316873871803
Puffinus lherminieri,NA,0.168,0.671,0.05544,2,0.0461,0.028560000000000006,6731.693609803364,0.09233005525417058,0,0.028560000000000006,10.55018557668759,8.642053679124187
Puffinus puffinus,NA,0.39,0.82,0.1287,2,0.06,0.06630000000000001,7059.535158391519,0.2143015396618302,-0,0.06630000000000001,12.638450557115542,10.352208620172673
Asio otus,NA,0.28,0.936,0.09240000000000001,2,0.13,0.04760000000000001,6845.187253159688,0.15383572427826975,-0,0.04760000000000001,10.591805390238,8.675216914797607
Athene cunicularia,NA,0.155,0.6,0.05115,2,0.0555,0.026350000000000002,5344.267408195039,0.085182629414156,-0,0.026350000000000002,10.86127249413685,8.897079724692263
Bubo virginianus,NA,1.35,1.27,0.44550000000000006,2,0.256,0.22950000000000004,5974.085324480623,0.7417905142254251,-0,0.22950000000000004,15.365445793417427,12.586460956724878
Megascops asio,NA,0.181,0.523,0.05973,2,0.0475,0.030770000000000002,4376.782146020096,0.09945052757374477,-0,0.030770000000000002,12.250834525785342,10.03521523738052
Tyto alba,NA,0.466,1.05,0.15378000000000003,2,0.151,0.07922000000000001,7029.866072464172,0.256044261844104,-0,0.07922000000000001,11.852030685144795,9.70772042263775
Anhinga anhinga,NA,1.24,1.16,0.4092,2,0.174,0.21080000000000002,6211.255939887594,0.6812561806333358,-0,0.21080000000000002,15.628160074193968,12.801044921207136
Fregata magnificens,NA,1.47,2.12,0.48510000000000003,2,0.359,0.2499,11855.670881381138,0.8078263229984142,-0,0.2499,12.235257510382958,10.02166061706357
Gulosus aristotelis,NA,1.75,1.04,0.5775,2,0.157,0.29750000000000004,4831.009800762327,0.9611750502092364,-0,0.29750000000000004,18.51472360483479,15.165470863252876
Leucocarbo atriceps,NA,2.23,1.13,0.7359,2,0.183,0.37910000000000005,4891.727279215525,1.224924299666657,-0,0.37910000000000005,19.25755574143178,15.774530697301222
Nannopterum auritum,NA,1.68,1.19,0.5544,2,0.182,0.2856,5864.064705322694,0.9230405553580658,-0,0.2856,17.07449541498594,13.986395500670522
Phalacrocorax carbo,NA,2.56,1.35,0.8448000000000001,2,0.224,0.43520000000000003,5961.385438067252,1.4066593172398938,-0,0.43520000000000003,18.448533862111713,15.112563678539216
Morus bassanus,NA,3,1.85,0.99,2,0.262,0.51,9137.490495781527,1.6482887565425401,-0,0.51,16.615552529351405,13.609355651038497
Sula leucogaster,NA,1.25,1.51,0.41250000000000003,2,0.191,0.21250000000000002,9220.330542628777,0.686846785310681,-0,0.21250000000000002,13.73446443858818,11.249586904377301
Sula sula,NA,1.05,1.47,0.34650000000000003,2,0.206,0.17850000000000002,8958.897219843997,0.5770454058318979,-0,0.17850000000000002,13.133747947370864,10.758118309461201
Accipiter brevipes,NA,0.22,0.7,0.0726,2,0.0739,0.0374,5687.734685418452,0.12088385138763007,-0,0.0374,11.301332628791902,9.256994977390134
Accipiter gentilis,f,1.2,1.2,0.396,2,0.24,0.20400000000000001,5718.721379234775,0.6593046545821019,-0,0.20400000000000001,15.198370804191597,12.449274944775643
Accipiter gentilis,m,0.717,1.03,0.23661000000000001,2,0.1643,0.12189,5926.669846117183,0.39389433918677386,-0,0.12189,13.815854141297347,11.316181015840373
Accipiter nisus,f,0.295,0.76,0.09735,2,0.0912,0.05015,5595.923427693163,0.16209164302089085,-0,0.05015,11.960781581711489,9.79720336509897
Accipiter nisus,m,0.115,0.62,0.037950000000000005,2,0.0638,0.01955,5578.181115178851,0.06318266548848162,-0,0.01955,9.672251898978223,7.922188867480198
Aquila fasciata,NA,2.049,1.74,0.67617,2,0.3792,0.34833000000000003,7912.391469665479,1.1259498086627824,-0,0.34833000000000003,15.087084839041474,12.358112307363943
Circus aeruginosus,NA,0.651,1.33,0.21483000000000002,2,0.2248,0.11067000000000002,8173.042858356857,0.35776948713972356,-0,0.11067000000000002,11.772918911412782,9.643429325150425
Circus cyaneus,NA,0.43,1.1,0.1419,2,0.1539,0.0731,7636.175586954315,0.23627675489661573,-0,0.0731,11.273171158934478,9.23361379660033
Circus macrourus,NA,0.358,1.06,0.11814,2,0.1553,0.060860000000000004,7415.755700917288,0.19671541104706775,-0,0.060860000000000004,10.803084430164267,8.848583321712065
Circus pygargus,NA,0.25,1.04,0.0825,2,0.129,0.0425,8167.428532714605,0.13736726322455345,-0,0.0425,9.675580637906153,7.924841270422514
Clanga pomarina,NA,2.015,1.8,0.66495,2,0.5133,0.34255,7341.020151076264,1.107187938175632,-0,0.34255,14.750956772191895,12.082580809785327
Haliaeetus vocifer,NA,3,1.9,0.99,2,0.5,0.51,7387.404961251604,1.648603082335091,-0,0.51,16.39546926878415,13.430322146382238
Hieraaetus pennatus,NA,0.595,1.16,0.19635,2,0.2004,0.10115,6970.784700655627,0.3269277465849938,-0,0.10115,12.233567623929122,10.020316728165758
Micronisus gabar,NA,0.15,0.65,0.0495,2,0.065,0.025500000000000002,5716.395150212829,0.08243590365697356,-0,0.025500000000000002,10.321681888493087,8.454965551851917
Milvus migrans,NA,0.858,1.4,0.28314,2,0.2744,0.14586000000000002,7718.035954130991,0.47137592980845866,-0,0.14586000000000002,12.581566174574412,10.304822942346314
Milvus milvus,NA,0.851,1.5,0.28083,2,0.304,0.14467,8300.028921004332,0.4676812458575328,-0,0.14467,12.121785432008096,9.929186911766966
Neophron percnopterus,NA,1.849,1.65,0.61017,2,0.35,0.31433,7664.15533729176,1.0160969087014533,-0,0.31433,14.9713926732533,12.263589266936883
Pernis apivorus,NA,0.8,1.27,0.264,2,0.26,0.136,6773.597530949412,0.43949801551720313,-0,0.136,12.905040258629024,10.569869080508855
Pandion haliaetus,NA,2,1.7,0.66,2,0.3196,0.34,8221.835454424147,1.0990337891933153,-0,0.34,15.14083254961899,12.402120775919688
Anas acuta,NA,0.911,0.93,0.30063,2,0.0918,0.15487,6020.958523265561,0.5004507687514983,-0,0.15487,15.7484790836618,12.899261092091834
Anas platyrhynchos,NA,1.094,0.89,0.36102000000000006,2,0.1054,0.18598000000000003,4989.827207674473,0.6008886668830988,-0,0.18598000000000003,17.111890286949436,14.016130096485332
Aythya ferina,NA,1.005,0.78,0.33165,2,0.066,0.17085,4951.072150550406,0.5520808116047801,-0,0.17085,17.768705679552077,14.554985892448554
Aythya fuligula,NA,0.806,0.75,0.26598000000000005,2,0.063,0.13702000000000003,5010.900590293966,0.4429189306807006,-0,0.13702000000000003,16.834988275728318,13.791521043663991
Cygnus olor,NA,8.76,2.3,2.8908,2,0.6504,1.4892,6837.769795714048,4.813521816850474,-0,1.4892,21.30305628992204,17.451052952195834
Mareca strepera,NA,0.74,0.9,0.2442,2,0.1,0.1258,5794.397980348286,0.4065979334892663,-0,0.1258,14.936479162408832,12.234977260513505
Mergus merganser,NA,1.479,0.96,0.48807000000000006,2,0.068,0.25143000000000004,6202.109753871112,0.8124799413263702,-0,0.25143000000000004,18.219207539807687,14.923385811673969
Spatula clypeata,NA,0.598,0.78,0.19734,2,0.075,0.10166,5403.4664818612355,0.32846358796391506,-0,0.10166,14.94387606161022,12.239830346192484
Apus affinis,NA,0.018,0.33,0.00594,2,0.01,0.00306,5294.9047789230945,0.009891610037177628,-0,0.00306,7.1426130683476865,5.850558721115442
Apus apus,NA,0.04,0.4,0.013200000000000002,2,0.015,0.0068000000000000005,5772.028551249144,0.021984264748465092,0,0.0068000000000000005,8.467159190092186,6.935845664569589
Apus pallidus,NA,0.04,0.4,0.013200000000000002,2,0.015,0.0068000000000000005,5772.028551249144,0.021984264748465092,0,0.0068000000000000005,8.467159190092186,6.935845664569589
Tachymarptis melba,NA,0.081,0.5,0.026730000000000004,2,0.0271,0.013770000000000001,5956.895835154928,0.04450328748615907,-0,0.013770000000000001,9.582425802311006,7.848601680535967
Upupa epops,NA,0.07,0.44,0.023100000000000002,2,0.0422,0.011900000000000003,4135.932257932473,0.0384578251578513,-0,0.011900000000000003,9.729590715175366,7.96944297586473
Caprimulgus ruficollis,NA,0.069,0.67,0.022770000000000002,2,0.0567,0.011730000000000003,6789.9125371837235,0.03791318990786047,-0,0.011730000000000003,7.846924679165808,6.427068958561796
Charadrius hiaticula,NA,0.053,0.4,0.01749,2,0.0179,0.00901,5347.5951737574605,0.029118287671979232,-0,0.00901,9.300294914985857,7.617504357238249
Pluvialis apricaria,NA,0.19,0.56,0.0627,2,0.05,0.0323,4776.945474478148,0.10438870213605586,-0,0.0323,12.032365782246481,9.855837492805053
Pluvialis squatarola,NA,0.21,0.6,0.0693,2,0.055,0.0357,5046.790011810392,0.11535330331471974,-0,0.0357,12.01891387510078,9.84404361943483
Vanellus spinosus,NA,0.15,0.7,0.0495,2,0.07,0.025500000000000002,6226.016405345261,0.08241793145188234,-0,0.025500000000000002,9.946221540630395,8.146691329355871
Vanellus vanellus,NA,0.236,0.73,0.07788,2,0.082,0.04012,5745.625036004324,0.12966670902841812,-0,0.04012,11.32883982428774,9.279306093178024
Cursorius cursor,NA,0.115,0.54,0.037950000000000005,2,0.0407,0.01955,5435.368547266665,0.0631884878583493,-0,0.01955,10.363979931788544,8.489133417053873
Glareola nordmanni,NA,0.1,0.64,0.033,2,0.054,0.017,6366.860335657084,0.0549470949137379,-0,0.017,9.08637646660627,7.442411208735452
Glareola pratincola,NA,0.08,0.63,0.026400000000000003,2,0.0503,0.013600000000000001,6518.881006829044,0.043955796920218365,-0,0.013600000000000001,8.501409763731134,6.963122362418289
Haematopus ostralegus,NA,0.403,0.85,0.13299000000000002,2,0.0891,0.06851000000000002,6386.597120162751,0.2214809850466077,0,0.06851000000000002,12.549906307305966,10.280363450868501
Chlidonias leucopterus,NA,0.068,0.57,0.02244,2,0.0545,0.01156,5595.7742532654665,0.03737141895195037,0,0.01156,8.4661314652406,6.934891503743528
Chlidonias niger,NA,0.065,0.6,0.02145,2,0.0521,0.01105,6127.606538101419,0.03571347772538788,-0,0.01105,8.128524007881754,6.657684726643788
Larus ridibundus,NA,0.275,0.96,0.09075000000000001,2,0.0983,0.04675000000000001,7949.1293426266875,0.1510893945551016,-0,0.04675000000000001,10.395910941916325,8.51463721056615
Hydrocoloeus minutus,NA,0.12,0.65,0.0396,2,0.08,0.0204,5397.49587340846,0.0659354384127426,-0,0.0204,9.581444333334355,7.848057870394329
Larus argentatus,NA,0.705,1.35,0.23265,2,0.2001,0.11985,8626.24857286972,0.38739340874937217,-0,0.11985,12.00010095718346,9.8290377364125
Larus cachinnans,NA,1,1.43,0.33,2,0.2496,0.17,8048.1495535809845,0.549497844192136,-0,0.17,13.101248817492946,10.731171802825259
Larus canus,NA,0.276,1.1,0.09108000000000001,2,0.138,0.04692000000000001,8510.414984577335,0.15164852736120837,-0,0.04692000000000001,9.723610407957146,7.964067590690012
Larus fuscus,NA,0.797,1.34,0.26301,2,0.1895,0.13549000000000003,8494.10074774829,0.4378987628820691,-0,0.13549000000000003,12.5477155388749,10.27726722471617
Himantopus himantopus,NA,0.16,0.75,0.05280000000000001,2,0.06,0.027200000000000002,7214.598322512061,0.0879308960458285,-0,0.027200000000000002,9.818024150434667,8.042111458028565
Calidris alba,NA,0.05,0.35,0.0165,2,0.016,0.0085,4654.780568010279,0.027470118241750503,-0,0.0085,9.751090514517891,7.986948463215929
Calidris alpina,NA,0.044,0.36,0.01452,2,0.016,0.00748,4923.504930803194,0.02417936751587229,-0,0.00748,9.213421305284694,7.5470202029110975
Calidris pugnax,f,0.12,0.45,0.0396,2,0.03,0.0204,4566.756233119614,0.0659325008914096,-0,0.0204,11.515462945613631,9.432586965345807
Calidris pugnax,m,0.19,0.57,0.0627,2,0.045,0.0323,5167.640478581975,0.10438547875146809,-0,0.0323,11.926351682411179,9.768751259596506
Gallinago gallinago,NA,0.122,0.46,0.040260000000000004,2,0.0309,0.02074,4660.5529964485195,0.06704120486600723,-0,0.02074,11.452565946293618,9.38147981532578
Limosa lapponica,NA,0.271,0.72,0.08943000000000001,2,0.055,0.04607000000000001,6445.489555670538,0.14890450564694163,-0,0.04607000000000001,11.945648288391135,9.784613959209368
Numenius arquata,NA,0.726,1.04,0.23958000000000002,2,0.1189,0.12342,6924.722486949178,0.3989302902395667,-0,0.12342,13.806589320647245,11.309187006502432
Numenius phaeopus,NA,0.373,0.82,0.12309,2,0.073,0.06341000000000001,6638.005214808258,0.20495493985599267,-0,0.06341000000000001,12.451987692104105,10.199449527237473
Tringa nebularia,NA,0.171,0.6,0.05643000000000001,2,0.0369,0.029070000000000006,6186.48141162338,0.09394414638971704,-0,0.029070000000000006,11.22300848213363,9.192229535165055
Tringa ochropus,NA,0.087,0.45,0.02871,2,0.0289,0.01479,4933.520618720718,0.047801720077361824,-0,0.01479,10.344371936058968,8.473096824920834
Ciconia ciconia,NA,3.6,2.16,1.1880000000000002,2,0.6508,0.6120000000000001,7871.1707947320065,1.9778316151165218,-0,0.6120000000000001,16.34107871352778,13.384511122988211
Ciconia nigra,NA,3,1.85,0.99,2,0.5,0.51,7034.360318826267,1.6479519668916702,-0,0.51,16.615552529351405,13.608954137339499
Columba livia,NA,0.35,0.67,0.11549999999999999,2,0.0649,0.0595,5039.527962026672,0.19233338682925086,-0,0.0595,13.486212700777868,11.047554055179305
Columba palumbus,NA,0.5,0.75,0.165,2,0.0904,0.085,4831.453263104924,0.2746751562665102,-0,0.085,14.356764557792689,11.759694588397327
Streptopelia turtur,NA,0.132,0.52,0.04356,2,0.04,0.02244,5025.6233213491005,0.07252844170472153,-0,0.02244,11.05835296381917,9.058048693200815
Merops apiaster,NA,0.058,0.47,0.01914,2,0.0273,0.00986,5664.4783111306115,0.03187017179321157,-0,0.00986,8.841684634391187,7.242142485996935
Falco biarmicus,NA,0.595,1.056,0.19635,2,0.141,0.10115,6934.868625430028,0.32690292170880897,-0,0.10115,12.821834371357363,10.501970705570836
Falco columbarius,m,0.159,0.59,0.05247,2,0.0493,0.027030000000000002,5449.673697235875,0.08737467095721956,-0,0.027030000000000002,11.046397031758492,9.048509600547332
