birdlife_seq,scientific_name,synonym,family,order,sp_status
425,Melanitta fusca,NA,Anatidae,Anseriformes,R
426,Melanitta stejnegeri,NA,Anatidae,Anseriformes,R
427,Melanitta deglandi,NA,Anatidae,Anseriformes,R
428,Melanitta nigra,NA,Anatidae,Anseriformes,R
429,Melanitta americana,NA,Anatidae,Anseriformes,R
430,Bucephala albeola,NA,Anatidae,Anseriformes,R
431,Bucephala clangula,NA,Anatidae,Anseriformes,R
432,Bucephala islandica,NA,Anatidae,Anseriformes,R
433,Mergellus albellus,Mergus albellus,Anatidae,Anseriformes,R
434,Lophodytes cucullatus,Mergus cucullatus,Anatidae,Anseriformes,R
435,Mergus merganser,NA,Anatidae,Anseriformes,R
436,Mergus squamatus,NA,Anatidae,Anseriformes,R
437,Mergus serrator,NA,Anatidae,Anseriformes,R
438,Mergus australis,NA,Anatidae,Anseriformes,R
439,Mergus octosetaceus,NA,Anatidae,Anseriformes,R
440,Histrionicus histrionicus,NA,Anatidae,Anseriformes,R
441,Camptorhynchus labradorius,NA,Anatidae,Anseriformes,R
442,Neochen jubata,Neochen jubatus,Anatidae,Anseriformes,R
443,Chloephaga melanoptera,NA,Anatidae,Anseriformes,R
444,Chloephaga picta,NA,Anatidae,Anseriformes,R
445,Chloephaga hybrida,NA,Anatidae,Anseriformes,R
446,Chloephaga poliocephala,NA,Anatidae,Anseriformes,R
447,Chloephaga rubidiceps,NA,Anatidae,Anseriformes,R
448,Radjah radjah,Tadorna radjah,Anatidae,Anseriformes,R
449,Alopochen aegyptiaca,Alopochen aegyptiacus,Anatidae,Anseriformes,R
450,Alopochen mauritiana,Alopochen mauritianus,Anatidae,Anseriformes,R
451,Alopochen kervazoi,Mascarenachen kervazoi,Anatidae,Anseriformes,R
452,Tadorna tadorna,NA,Anatidae,Anseriformes,R
453,Tadorna ferruginea,NA,Anatidae,Anseriformes,R
454,Tadorna cana,NA,Anatidae,Anseriformes,R
455,Tadorna tadornoides,NA,Anatidae,Anseriformes,R
456,Tadorna variegata,Tadorna variegate,Anatidae,Anseriformes,R
457,Tadorna cristata,NA,Anatidae,Anseriformes,R
458,Plectropterus gambensis,NA,Anatidae,Anseriformes,R
459,Cairina moschata,NA,Anatidae,Anseriformes,R
460,Sarkidiornis sylvicola,NA,Anatidae,Anseriformes,R
461,Sarkidiornis melanotos,NA,Anatidae,Anseriformes,R
462,Nettapus auritus,NA,Anatidae,Anseriformes,R
463,Nettapus coromandelianus,NA,Anatidae,Anseriformes,R
464,Nettapus pulchellus,NA,Anatidae,Anseriformes,R
465,Callonetta leucophrys,NA,Anatidae,Anseriformes,R
466,Aix sponsa,NA,Anatidae,Anseriformes,R
467,Aix galericulata,NA,Anatidae,Anseriformes,R
468,Chenonetta jubata,NA,Anatidae,Anseriformes,R
469,Chenonetta finschi,NA,Anatidae,Anseriformes,R
470,Hymenolaimus malacorhynchos,NA,Anatidae,Anseriformes,R
471,Merganetta armata,NA,Anatidae,Anseriformes,R
472,Pteronetta hartlaubii,Pteronetta hartlaubi,Anatidae,Anseriformes,R
473,Cyanochen cyanoptera,Cyanochen cyanopterus,Anatidae,Anseriformes,R
474,Marmaronetta angustirostris,NA,Anatidae,Anseriformes,R
475,Asarcornis scutulata,Cairina scutulata,Anatidae,Anseriformes,R
476,Netta rufina,NA,Anatidae,Anseriformes,R
477,Netta peposaca,NA,Anatidae,Anseriformes,R
478,Netta erythrophthalma,NA,Anatidae,Anseriformes,R
479,Aythya ferina,NA,Anatidae,Anseriformes,R
480,Aythya americana,NA,Anatidae,Anseriformes,R
481,Aythya valisineria,NA,Anatidae,Anseriformes,R
482,Aythya australis,NA,Anatidae,Anseriformes,R
483,Aythya innotata,NA,Anatidae,Anseriformes,R
484,Aythya baeri,NA,Anatidae,Anseriformes,R
485,Aythya nyroca,NA,Anatidae,Anseriformes,R
486,Aythya novaeseelandiae,NA,Anatidae,Anseriformes,R
487,Aythya collaris,NA,Anatidae,Anseriformes,R
488,Aythya fuligula,NA,Anatidae,Anseriformes,R
489,Aythya marila,NA,Anatidae,Anseriformes,R
490,Aythya affinis,NA,Anatidae,Anseriformes,R
491,Rhodonessa caryophyllacea,NA,Anatidae,Anseriformes,R
492,Salvadorina waigiuensis,NA,Anatidae,Anseriformes,R
493,Tachyeres patachonicus,NA,Anatidae,Anseriformes,R
494,Tachyeres leucocephalus,NA,Anatidae,Anseriformes,R
495,Tachyeres pteneres,NA,Anatidae,Anseriformes,R
496,Tachyeres brachypterus,NA,Anatidae,Anseriformes,R
497,Lophonetta specularioides,Anas specularioides,Anatidae,Anseriformes,R
498,Speculanas specularis,Anas specularis,Anatidae,Anseriformes,R
499,Amazonetta brasiliensis,NA,Anatidae,Anseriformes,R
500,Spatula querquedula,Anas querquedula,Anatidae,Anseriformes,R
501,Spatula hottentota,Anas hottentota,Anatidae,Anseriformes,R
502,Spatula puna,Anas puna,Anatidae,Anseriformes,R
503,Spatula versicolor,Anas versicolor,Anatidae,Anseriformes,R
504,Spatula platalea,Anas platalea,Anatidae,Anseriformes,R
505,Spatula smithii,Anas smithii,Anatidae,Anseriformes,R
506,Spatula rhynchotis,Anas rhynchotis,Anatidae,Anseriformes,R
507,Spatula clypeata,Anas clypeata,Anatidae,Anseriformes,R
508,Spatula cyanoptera,Anas cyanoptera,Anatidae,Anseriformes,R
509,Spatula discors,Anas discors,Anatidae,Anseriformes,R
510,Sibirionetta formosa,Anas formosa,Anatidae,Anseriformes,R
511,Mareca falcata,Anas falcata,Anatidae,Anseriformes,R
512,Mareca strepera,Anas strepera,Anatidae,Anseriformes,R
513,Mareca penelope,Anas penelope,Anatidae,Anseriformes,R
514,Mareca americana,Anas americana,Anatidae,Anseriformes,R
515,Mareca sibilatrix,Anas sibilatrix,Anatidae,Anseriformes,R
516,Anas sparsa,NA,Anatidae,Anseriformes,R
517,Anas undulata,NA,Anatidae,Anseriformes,R
518,Anas melleri,NA,Anatidae,Anseriformes,R
519,Anas superciliosa,NA,Anatidae,Anseriformes,R
520,Anas luzonica,NA,Anatidae,Anseriformes,R
521,Anas zonorhyncha,NA,Anatidae,Anseriformes,R
522,Anas poecilorhyncha,NA,Anatidae,Anseriformes,R
523,Anas laysanensis,NA,Anatidae,Anseriformes,R
524,Anas platyrhynchos,NA,Anatidae,Anseriformes,R
525,Anas rubripes,NA,Anatidae,Anseriformes,R
526,Anas fulvigula,NA,Anatidae,Anseriformes,R
527,Anas wyvilliana,NA,Anatidae,Anseriformes,R
528,Anas theodori,NA,Anatidae,Anseriformes,R
529,Anas albogularis,NA,Anatidae,Anseriformes,R
530,Anas gibberifrons,NA,Anatidae,Anseriformes,R
531,Anas gracilis,NA,Anatidae,Anseriformes,R
532,Anas castanea,NA,Anatidae,Anseriformes,R
533,Anas chlorotis,NA,Anatidae,Anseriformes,R
534,Anas aucklandica,NA,Anatidae,Anseriformes,R
535,Anas nesiotis,NA,Anatidae,Anseriformes,R
536,Anas bernieri,NA,Anatidae,Anseriformes,R
537,Anas capensis,NA,Anatidae,Anseriformes,R
538,Anas bahamensis,NA,Anatidae,Anseriformes,R
539,Anas erythrorhyncha,NA,Anatidae,Anseriformes,R
540,Anas acuta,NA,Anatidae,Anseriformes,R
541,Anas eatoni,NA,Anatidae,Anseriformes,R
542,Anas marecula,NA,Anatidae,Anseriformes,R
543,Anas georgica,NA,Anatidae,Anseriformes,R
544,Anas crecca,NA,Anatidae,Anseriformes,R
545,Anas carolinensis,NA,Anatidae,Anseriformes,R
546,Anas andium,NA,Anatidae,Anseriformes,R
547,Anas flavirostris,NA,Anatidae,Anseriformes,R
548,Tachybaptus ruficollis,NA,Podicipedidae,Podicipediformes,R
549,Tachybaptus novaehollandiae,NA,Podicipedidae,Podicipediformes,R
550,Tachybaptus pelzelnii,NA,Podicipedidae,Podicipediformes,R
551,Tachybaptus rufolavatus,NA,Podicipedidae,Podicipediformes,R
552,Tachybaptus dominicus,NA,Podicipedidae,Podicipediformes,R
553,Podilymbus podiceps,NA,Podicipedidae,Podicipediformes,R
554,Podilymbus gigas,NA,Podicipedidae,Podicipediformes,R
555,Rollandia rolland,NA,Podicipedidae,Podicipediformes,R
556,Rollandia microptera,NA,Podicipedidae,Podicipediformes,R
557,Poliocephalus poliocephalus,NA,Podicipedidae,Podicipediformes,R
558,Poliocephalus rufopectus,NA,Podicipedidae,Podicipediformes,R
559,Podiceps major,NA,Podicipedidae,Podicipediformes,R
560,Podiceps grisegena,NA,Podicipedidae,Podicipediformes,R
561,Podiceps cristatus,NA,Podicipedidae,Podicipediformes,R
562,Podiceps auritus,NA,Podicipedidae,Podicipediformes,R
563,Podiceps nigricollis,NA,Podicipedidae,Podicipediformes,R
564,Podiceps andinus,NA,Podicipedidae,Podicipediformes,R
565,Podiceps juninensis,NA,Podicipedidae,Podicipediformes,R
566,Podiceps occipitalis,NA,Podicipedidae,Podicipediformes,R
567,Podiceps taczanowskii,NA,Podicipedidae,Podicipediformes,R
568,Podiceps gallardoi,NA,Podicipedidae,Podicipediformes,R
569,Aechmophorus occidentalis,NA,Podicipedidae,Podicipediformes,R
570,Aechmophorus clarkii,NA,Podicipedidae,Podicipediformes,R
571,Phoenicopterus roseus,NA,Phoenicopteridae,Phoenicopteriformes,R
572,Phoenicopterus ruber,NA,Phoenicopteridae,Phoenicopteriformes,R
573,Phoenicopterus chilensis,NA,Phoenicopteridae,Phoenicopteriformes,R
574,Phoeniconaias minor,Phoenicopterus minor,Phoenicopteridae,Phoenicopteriformes,R
575,Phoenicoparrus andinus,NA,Phoenicopteridae,Phoenicopteriformes,R
576,Phoenicoparrus jamesi,Phoenicopterus jamesi,Phoenicopteridae,Phoenicopteriformes,R
577,Phaethon aethereus,NA,Phaethontidae,Phaethontiformes,R
578,Phaethon rubricauda,NA,Phaethontidae,Phaethontiformes,R
579,Phaethon lepturus,NA,Phaethontidae,Phaethontiformes,R
580,Rhynochetos jubatus,NA,Rhynochetidae,Eurypygiformes,R
581,Eurypyga helias,NA,Eurypygidae,Eurypygiformes,R
582,Mesitornis variegatus,NA,Mesitornithidae,Mesitornithiformes,R
583,Mesitornis unicolor,NA,Mesitornithidae,Mesitornithiformes,R
584,Monias benschi,NA,Mesitornithidae,Mesitornithiformes,R
585,Columba livia,NA,Columbidae,Columbiformes,R
586,Columba rupestris,NA,Columbidae,Columbiformes,R
587,Columba leuconota,NA,Columbidae,Columbiformes,R
588,Columba guinea,NA,Columbidae,Columbiformes,R
589,Columba albitorques,NA,Columbidae,Columbiformes,R
590,Columba oenas,NA,Columbidae,Columbiformes,R
591,Columba eversmanni,NA,Columbidae,Columbiformes,R
592,Columba oliviae,NA,Columbidae,Columbiformes,R
593,Columba palumbus,NA,Columbidae,Columbiformes,R
594,Columba trocaz,NA,Columbidae,Columbiformes,R
595,Columba bollii,NA,Columbidae,Columbiformes,R
596,Columba junoniae,NA,Columbidae,Columbiformes,R
597,Columba unicincta,NA,Columbidae,Columbiformes,R
598,Columba arquatrix,NA,Columbidae,Columbiformes,R
599,Columba sjostedti,NA,Columbidae,Columbiformes,R
600,Columba thomensis,NA,Columbidae,Columbiformes,R
601,Columba pollenii,NA,Columbidae,Columbiformes,R
602,Columba hodgsonii,NA,Columbidae,Columbiformes,R
603,Columba albinucha,NA,Columbidae,Columbiformes,R
604,Columba pulchricollis,NA,Columbidae,Columbiformes,R
605,Columba elphinstonii,NA,Columbidae,Columbiformes,R
606,Columba torringtoniae,Columba torringtoni,Columbidae,Columbiformes,R
607,Columba punicea,NA,Columbidae,Columbiformes,R
608,Columba argentina,NA,Columbidae,Columbiformes,R
609,Columba palumboides,NA,Columbidae,Columbiformes,R
610,Columba janthina,NA,Columbidae,Columbiformes,R
611,Columba versicolor,NA,Columbidae,Columbiformes,R
612,Columba jouyi,NA,Columbidae,Columbiformes,R
613,Columba vitiensis,NA,Columbidae,Columbiformes,R
614,Columba leucomela,NA,Columbidae,Columbiformes,R
615,Columba pallidiceps,NA,Columbidae,Columbiformes,R
616,Columba delegorguei,NA,Columbidae,Columbiformes,R
617,Columba iriditorques,NA,Columbidae,Columbiformes,R
618,Columba malherbii,NA,Columbidae,Columbiformes,R
619,Columba thiriouxi,NA,Columbidae,Columbiformes,R
620,Aplopelia larvata,Columba larvata,Columbidae,Columbiformes,R
621,Streptopelia turtur,NA,Columbidae,Columbiformes,R
622,Streptopelia lugens,NA,Columbidae,Columbiformes,R
623,Streptopelia hypopyrrha,NA,Columbidae,Columbiformes,R
624,Streptopelia orientalis,NA,Columbidae,Columbiformes,R
625,Streptopelia dusumieri,NA,Columbidae,Columbiformes,R
626,Streptopelia bitorquata,NA,Columbidae,Columbiformes,R
627,Streptopelia decaocto,NA,Columbidae,Columbiformes,R
628,Streptopelia xanthocycla,NA,Columbidae,Columbiformes,R
629,Streptopelia roseogrisea,Streptopelia risoria,Columbidae,Columbiformes,R
630,Streptopelia reichenowi,NA,Columbidae,Columbiformes,R
631,Streptopelia decipiens,NA,Columbidae,Columbiformes,R
632,Streptopelia semitorquata,NA,Columbidae,Columbiformes,R
633,Streptopelia capicola,NA,Columbidae,Columbiformes,R
634,Streptopelia vinacea,NA,Columbidae,Columbiformes,R
635,Streptopelia tranquebarica,NA,Columbidae,Columbiformes,R
636,Spilopelia chinensis,NA,Columbidae,Columbiformes,R
637,Spilopelia suratensis,NA,Columbidae,Columbiformes,R
638,Spilopelia senegalensis,Streptopelia senegalensis,Columbidae,Columbiformes,R
638,Spilopelia senegalensis,Stigmatopelia senegalensis,Columbidae,Columbiformes,R
639,Nesoenas picturatus,Columba picturata,Columbidae,Columbiformes,R
639,Nesoenas picturatus,Streptopelia picturata,Columbidae,Columbiformes,R
640,Nesoenas mayeri,Streptopelia mayeri,Columbidae,Columbiformes,R
641,Nesoenas duboisi,Columba duboisi,Columbidae,Columbiformes,R
642,Nesoenas cicur,NA,Columbidae,Columbiformes,R
643,Nesoenas rodericanus,Alectroenas rodericana,Columbidae,Columbiformes,R
644,Macropygia unchall,NA,Columbidae,Columbiformes,R
645,Macropygia rufipennis,NA,Columbidae,Columbiformes,R
646,Macropygia emiliana,NA,Columbidae,Columbiformes,R
647,Macropygia cinnamomea,NA,Columbidae,Columbiformes,R
648,Macropygia tenuirostris,NA,Columbidae,Columbiformes,R
649,Macropygia macassariensis,NA,Columbidae,Columbiformes,R
650,Macropygia magna,NA,Columbidae,Columbiformes,R
651,Macropygia timorlaoensis,NA,Columbidae,Columbiformes,R
652,Macropygia amboinensis,NA,Columbidae,Columbiformes,R
653,Macropygia phasianella,NA,Columbidae,Columbiformes,R
654,Macropygia ruficeps,NA,Columbidae,Columbiformes,R
655,Macropygia nigrirostris,NA,Columbidae,Columbiformes,R
656,Macropygia mackinlayi,NA,Columbidae,Columbiformes,R
657,Turacoena manadensis,NA,Columbidae,Columbiformes,R
658,Turacoena sulaensis,NA,Columbidae,Columbiformes,R
659,Turacoena modesta,NA,Columbidae,Columbiformes,R
660,Reinwardtoena reinwardti,Reinwardtoena reinwardtsi,Columbidae,Columbiformes,R
660,Reinwardtoena reinwardti,Reinwardtoena reinwardtii,Columbidae,Columbiformes,R
660,Reinwardtoena reinwardti,Columba reinwardtsi,Columbidae,Columbiformes,R
661,Reinwardtoena browni,NA,Columbidae,Columbiformes,R
662,Reinwardtoena crassirostris,NA,Columbidae,Columbiformes,R
663,Ectopistes migratorius,NA,Columbidae,Columbiformes,R
664,Patagioenas leucocephala,Columba leucocephala,Columbidae,Columbiformes,R
665,Patagioenas squamosa,Columba squamosa,Columbidae,Columbiformes,R
666,Patagioenas speciosa,Columba speciosa,Columbidae,Columbiformes,R
667,Patagioenas corensis,Columba corensis,Columbidae,Columbiformes,R
668,Patagioenas picazuro,Columba picazuro,Columbidae,Columbiformes,R
669,Patagioenas maculosa,NA,Columbidae,Columbiformes,R
670,Patagioenas albipennis,NA,Columbidae,Columbiformes,R
671,Patagioenas fasciata,NA,Columbidae,Columbiformes,R
672,Patagioenas albilinea,NA,Columbidae,Columbiformes,R
673,Patagioenas araucana,Columba araucana,Columbidae,Columbiformes,R
674,Patagioenas caribaea,Columba caribaea,Columbidae,Columbiformes,R
675,Patagioenas cayennensis,Columba cayennensis,Columbidae,Columbiformes,R
676,Patagioenas flavirostris,Columba flavirostris,Columbidae,Columbiformes,R
677,Patagioenas oenops,Columba oenops,Columbidae,Columbiformes,R
678,Patagioenas inornata,Columba inornata,Columbidae,Columbiformes,R
679,Patagioenas plumbea,Columba plumbea,Columbidae,Columbiformes,R
680,Patagioenas subvinacea,Columba subvinacea,Columbidae,Columbiformes,R
681,Patagioenas nigrirostris,Columba nigrirostris,Columbidae,Columbiformes,R
682,Patagioenas goodsoni,Columba goodsoni,Columbidae,Columbiformes,R
683,Starnoenas cyanocephala,NA,Columbidae,Columbiformes,R
684,Geotrygon purpurata,NA,Columbidae,Columbiformes,R
685,Geotrygon saphirina,NA,Columbidae,Columbiformes,R
686,Geotrygon versicolor,NA,Columbidae,Columbiformes,R
687,Geotrygon caniceps,Columba caniceps,Columbidae,Columbiformes,R
688,Geotrygon leucometopia,Oreopeleia leucometopius,Columbidae,Columbiformes,R
689,Geotrygon montana,NA,Columbidae,Columbiformes,R
690,Geotrygon violacea,NA,Columbidae,Columbiformes,R
691,Geotrygon chrysia,NA,Columbidae,Columbiformes,R
692,Geotrygon mystacea,NA,Columbidae,Columbiformes,R
693,Leptotrygon veraguensis,Geotrygon veraguensis,Columbidae,Columbiformes,R
694,Leptotila verreauxi,NA,Columbidae,Columbiformes,R
695,Leptotila jamaicensis,NA,Columbidae,Columbiformes,R
696,Leptotila cassinii,NA,Columbidae,Columbiformes,R
697,Leptotila conoveri,NA,Columbidae,Columbiformes,R
698,Leptotila ochraceiventris,NA,Columbidae,Columbiformes,R
699,Leptotila plumbeiceps,NA,Columbidae,Columbiformes,R
700,Leptotila battyi,NA,Columbidae,Columbiformes,R
701,Leptotila rufaxilla,NA,Columbidae,Columbiformes,R
702,Leptotila wellsi,NA,Columbidae,Columbiformes,R
703,Leptotila pallida,NA,Columbidae,Columbiformes,R
704,Leptotila megalura,NA,Columbidae,Columbiformes,R
705,Zentrygon carrikeri,Geotrygon carrikeri,Columbidae,Columbiformes,R
706,Zentrygon costaricensis,Geotrygon costaricensis,Columbidae,Columbiformes,R
707,Zentrygon lawrencii,Geotrygon lawrencii,Columbidae,Columbiformes,R
708,Zentrygon albifacies,Geotrygon albifacies,Columbidae,Columbiformes,R
709,Zentrygon frenata,Geotrygon frenata,Columbidae,Columbiformes,R
710,Zentrygon linearis,Geotrygon linearis,Columbidae,Columbiformes,R
711,Zentrygon chiriquensis,Geotrygon chiriquensis,Columbidae,Columbiformes,R
712,Zentrygon goldmani,Geotrygon goldmani,Columbidae,Columbiformes,R
713,Zenaida asiatica,NA,Columbidae,Columbiformes,R
714,Zenaida meloda,NA,Columbidae,Columbiformes,R
715,Zenaida aurita,NA,Columbidae,Columbiformes,R
716,Zenaida galapagoensis,NA,Columbidae,Columbiformes,R
717,Zenaida auriculata,NA,Columbidae,Columbiformes,R
718,Zenaida macroura,NA,Columbidae,Columbiformes,R
719,Zenaida graysoni,NA,Columbidae,Columbiformes,R
720,Columbina inca,Scardafella inca,Columbidae,Columbiformes,R
721,Columbina squammata,Scardafella squammata,Columbidae,Columbiformes,R
722,Columbina passerina,NA,Columbidae,Columbiformes,R
723,Columbina minuta,NA,Columbidae,Columbiformes,R
724,Columbina buckleyi,NA,Columbidae,Columbiformes,R
725,Columbina talpacoti,NA,Columbidae,Columbiformes,R
726,Columbina picui,NA,Columbidae,Columbiformes,R
727,Columbina cruziana,NA,Columbidae,Columbiformes,R
728,Columbina cyanopis,NA,Columbidae,Columbiformes,R
729,Claravis pretiosa,NA,Columbidae,Columbiformes,R
730,Paraclaravis mondetoura,Claravis mondetoura,Columbidae,Columbiformes,R
731,Paraclaravis geoffroyi,Claravis geoffroyi,Columbidae,Columbiformes,R
731,Paraclaravis geoffroyi,Claravis godefrida,Columbidae,Columbiformes,R
732,Metriopelia ceciliae,NA,Columbidae,Columbiformes,R
733,Metriopelia morenoi,NA,Columbidae,Columbiformes,R
734,Metriopelia melanoptera,NA,Columbidae,Columbiformes,R
735,Metriopelia aymara,NA,Columbidae,Columbiformes,R
736,Uropelia campestris,NA,Columbidae,Columbiformes,R
737,Henicophaps albifrons,NA,Columbidae,Columbiformes,R
738,Henicophaps foersteri,NA,Columbidae,Columbiformes,R
739,Gallicolumba luzonica,NA,Columbidae,Columbiformes,R
740,Gallicolumba crinigera,NA,Columbidae,Columbiformes,R
741,Gallicolumba platenae,NA,Columbidae,Columbiformes,R
742,Gallicolumba keayi,NA,Columbidae,Columbiformes,R
743,Gallicolumba menagei,NA,Columbidae,Columbiformes,R
744,Gallicolumba tristigmata,NA,Columbidae,Columbiformes,R
745,Gallicolumba rufigula,NA,Columbidae,Columbiformes,R
746,Pampusana hoedtii,Gallicolumba hoedtii,Columbidae,Columbiformes,R
747,Pampusana jobiensis,Gallicolumba jobiensis,Columbidae,Columbiformes,R
748,Pampusana kubaryi,Gallicolumba kubaryi,Columbidae,Columbiformes,R
749,Pampusana xanthonura,Gallicolumba xanthonura,Columbidae,Columbiformes,R
750,Pampusana erythroptera,Gallicolumba erythroptera,Columbidae,Columbiformes,R
751,Pampusana rubescens,Gallicolumba rubescens,Columbidae,Columbiformes,R
752,Pampusana beccarii,NA,Columbidae,Columbiformes,R
753,Pampusana johannae,Gallicolumba johannae,Columbidae,Columbiformes,R
754,Pampusana canifrons,Gallicolumba canifrons,Columbidae,Columbiformes,R
755,Pampusana sanctaecrucis,Gallicolumba sanctaecrucis,Columbidae,Columbiformes,R
756,Pampusana salamonis,Gallicolumba salamonis,Columbidae,Columbiformes,R
757,Pampusana stairi,Gallicolumba stairi,Columbidae,Columbiformes,R
758,Pampusana ferruginea,Gallicolumba ferruginea,Columbidae,Columbiformes,R
759,Leucosarcia melanoleuca,Leucosarcia picata,Columbidae,Columbiformes,R
760,Petrophassa rufipennis,NA,Columbidae,Columbiformes,R
761,Petrophassa albipennis,NA,Columbidae,Columbiformes,R
762,Geophaps plumifera,NA,Columbidae,Columbiformes,R
763,Geophaps scripta,NA,Columbidae,Columbiformes,R
764,Geophaps smithii,NA,Columbidae,Columbiformes,R
765,Phaps chalcoptera,NA,Columbidae,Columbiformes,R
766,Phaps elegans,NA,Columbidae,Columbiformes,R
767,Phaps histrionica,NA,Columbidae,Columbiformes,R
768,Ocyphaps lophotes,Geophaps lophotes,Columbidae,Columbiformes,R
769,Geopelia cuneata,NA,Columbidae,Columbiformes,R
770,Geopelia striata,NA,Columbidae,Columbiformes,R
771,Geopelia placida,NA,Columbidae,Columbiformes,R
772,Geopelia maugeus,NA,Columbidae,Columbiformes,R
773,Geopelia humeralis,NA,Columbidae,Columbiformes,R
774,Trugon terrestris,NA,Columbidae,Columbiformes,R
775,Otidiphaps aruensis,NA,Columbidae,Columbiformes,R
776,Otidiphaps nobilis,NA,Columbidae,Columbiformes,R
777,Otidiphaps cervicalis,NA,Columbidae,Columbiformes,R
778,Otidiphaps insularis,NA,Columbidae,Columbiformes,R
779,Microgoura meeki,NA,Columbidae,Columbiformes,R
780,Goura cristata,NA,Columbidae,Columbiformes,R
