birdlife_seq,scientific_name,synonym,family,order,sp_status
5129,Clibanornis erythrocephalus,Hylocryptus erythrocephalus,Furnariidae,Passeriformes,R
5130,Clibanornis rubiginosus,Automolus rubiginosus,Furnariidae,Passeriformes,R
5131,Clibanornis rufipectus,Automolus rubiginosus,Furnariidae,Passeriformes,R
5131,Clibanornis rufipectus,Automolus rufipectus,Furnariidae,Passeriformes,R
5132,Thripadectes ignobilis,NA,Furnariidae,Passeriformes,R
5133,Thripadectes flammulatus,NA,Furnariidae,Passeriformes,R
5134,Thripadectes scrutator,NA,Furnariidae,Passeriformes,R
5135,Thripadectes holostictus,NA,Furnariidae,Passeriformes,R
5136,Thripadectes virgaticeps,NA,Furnariidae,Passeriformes,R
5137,Thripadectes melanorhynchus,NA,Furnariidae,Passeriformes,R
5138,Thripadectes rufobrunneus,NA,Furnariidae,Passeriformes,R
5139,Automolus rufipileatus,NA,Furnariidae,Passeriformes,R
5140,Automolus melanopezus,NA,Furnariidae,Passeriformes,R
5141,Automolus virgatus,NA,Furnariidae,Passeriformes,R
5142,Automolus subulatus,NA,Furnariidae,Passeriformes,R
5143,Automolus ochrolaemus,NA,Furnariidae,Passeriformes,R
5144,Automolus exsertus,NA,Furnariidae,Passeriformes,R
5145,Automolus cervinigularis,NA,Furnariidae,Passeriformes,R
5146,Automolus infuscatus,NA,Furnariidae,Passeriformes,R
5147,Automolus paraensis,NA,Furnariidae,Passeriformes,R
5148,Automolus lammi,NA,Furnariidae,Passeriformes,R
5149,Automolus leucophthalmus,NA,Furnariidae,Passeriformes,R
5150,Premnoplex brunnescens,NA,Furnariidae,Passeriformes,R
5151,Premnoplex tatei,NA,Furnariidae,Passeriformes,R
5152,Premnoplex pariae,NA,Furnariidae,Passeriformes,R
5153,Margarornis rubiginosus,NA,Furnariidae,Passeriformes,R
5154,Margarornis stellatus,NA,Furnariidae,Passeriformes,R
5155,Margarornis squamiger,NA,Furnariidae,Passeriformes,R
5156,Margarornis bellulus,NA,Furnariidae,Passeriformes,R
5157,Aphrastura spinicauda,NA,Furnariidae,Passeriformes,R
5158,Aphrastura masafuerae,Aphrastura masafucrae,Furnariidae,Passeriformes,R
5159,Sylviorthorhynchus desmurii,NA,Furnariidae,Passeriformes,R
5160,Sylviorthorhynchus yanacensis,Synallaxis yanacensis,Furnariidae,Passeriformes,R
5160,Sylviorthorhynchus yanacensis,Leptasthenura yanacensis,Furnariidae,Passeriformes,R
5161,Leptasthenura xenothorax,NA,Furnariidae,Passeriformes,R
5162,Leptasthenura setaria,NA,Furnariidae,Passeriformes,R
5163,Leptasthenura platensis,NA,Furnariidae,Passeriformes,R
5164,Leptasthenura striolata,NA,Furnariidae,Passeriformes,R
5165,Leptasthenura pileata,NA,Furnariidae,Passeriformes,R
5166,Leptasthenura striata,NA,Furnariidae,Passeriformes,R
5167,Leptasthenura fuliginiceps,NA,Furnariidae,Passeriformes,R
5168,Leptasthenura berlepschi,NA,Furnariidae,Passeriformes,R
5169,Leptasthenura aegithaloides,NA,Furnariidae,Passeriformes,R
5170,Leptasthenura pallida,NA,Furnariidae,Passeriformes,R
5171,Leptasthenura andicola,NA,Furnariidae,Passeriformes,R
5172,Phacellodomus inornatus,NA,Furnariidae,Passeriformes,R
5173,Phacellodomus rufifrons,NA,Furnariidae,Passeriformes,R
5174,Phacellodomus striaticeps,NA,Furnariidae,Passeriformes,R
5175,Phacellodomus sibilatrix,NA,Furnariidae,Passeriformes,R
5176,Phacellodomus dorsalis,NA,Furnariidae,Passeriformes,R
5177,Phacellodomus maculipectus,NA,Furnariidae,Passeriformes,R
5178,Phacellodomus striaticollis,NA,Furnariidae,Passeriformes,R
5179,Phacellodomus ruber,NA,Furnariidae,Passeriformes,R
5180,Phacellodomus erythrophthalmus,NA,Furnariidae,Passeriformes,R
5181,Phacellodomus ferrugineigula,NA,Furnariidae,Passeriformes,R
5182,Hellmayrea gularis,NA,Furnariidae,Passeriformes,R
5183,Anumbius annumbi,NA,Furnariidae,Passeriformes,R
5184,Coryphistera alaudina,NA,Furnariidae,Passeriformes,R
5185,Asthenes usheri,NA,Furnariidae,Passeriformes,R
5186,Asthenes huancavelicae,NA,Furnariidae,Passeriformes,R
5187,Asthenes arequipae,NA,Furnariidae,Passeriformes,R
5188,Asthenes dorbignyi,NA,Furnariidae,Passeriformes,R
5189,Asthenes berlepschi,NA,Furnariidae,Passeriformes,R
5190,Asthenes baeri,NA,Furnariidae,Passeriformes,R
5191,Asthenes luizae,NA,Furnariidae,Passeriformes,R
5192,Asthenes anthoides,NA,Furnariidae,Passeriformes,R
5193,Asthenes hudsoni,NA,Furnariidae,Passeriformes,R
5194,Asthenes urubambensis,NA,Furnariidae,Passeriformes,R
5195,Asthenes flammulata,NA,Furnariidae,Passeriformes,R
5196,Asthenes virgata,NA,Furnariidae,Passeriformes,R
5197,Asthenes maculicauda,NA,Furnariidae,Passeriformes,R
5198,Asthenes modesta,NA,Furnariidae,Passeriformes,R
5199,Asthenes humilis,NA,Furnariidae,Passeriformes,R
5200,Asthenes wyatti,Asthenes sclateri,Furnariidae,Passeriformes,R
5201,Asthenes moreirae,Schizoeaca moreirae,Furnariidae,Passeriformes,R
5201,Asthenes moreirae,Oreophylax moreirae,Furnariidae,Passeriformes,R
5202,Asthenes pyrrholeuca,NA,Furnariidae,Passeriformes,R
5203,Asthenes harterti,Schizoeaca harterti,Furnariidae,Passeriformes,R
5204,Asthenes coryi,Schizoeaca coryi,Furnariidae,Passeriformes,R
5205,Asthenes perijana,Schizoeaca perijana,Furnariidae,Passeriformes,R
5206,Asthenes fuliginosa,Schizoeaca fuliginosa,Furnariidae,Passeriformes,R
5207,Asthenes griseomurina,Schizoeaca griseomurina,Furnariidae,Passeriformes,R
5208,Asthenes helleri,Schizoeaca helleri,Furnariidae,Passeriformes,R
5209,Asthenes ottonis,NA,Furnariidae,Passeriformes,R
5210,Asthenes palpebralis,Schizoeaca palpebralis,Furnariidae,Passeriformes,R
5211,Asthenes heterura,NA,Furnariidae,Passeriformes,R
5212,Asthenes pudibunda,NA,Furnariidae,Passeriformes,R
5213,Asthenes vilcabambae,NA,Furnariidae,Passeriformes,R
5214,Asthenes ayacuchensis,NA,Furnariidae,Passeriformes,R
5215,Acrobatornis fonsecai,NA,Furnariidae,Passeriformes,R
5216,Metopothrix aurantiaca,Metopothrix aurantiacus,Furnariidae,Passeriformes,R
5217,Xenerpestes minlosi,NA,Furnariidae,Passeriformes,R
5218,Xenerpestes singularis,NA,Furnariidae,Passeriformes,R
5219,Siptornis striaticollis,NA,Furnariidae,Passeriformes,R
5220,Roraimia adusta,NA,Furnariidae,Passeriformes,R
5221,Thripophaga gutturata,Cranioleuca gutturata,Furnariidae,Passeriformes,R
5222,Thripophaga cherriei,NA,Furnariidae,Passeriformes,R
5223,Thripophaga amacurensis,NA,Furnariidae,Passeriformes,R
5224,Thripophaga macroura,NA,Furnariidae,Passeriformes,R
5225,Thripophaga fusciceps,NA,Furnariidae,Passeriformes,R
5226,Limnoctites rectirostris,Limnornis rectirostris,Furnariidae,Passeriformes,R
5227,Limnoctites sulphuriferus,NA,Furnariidae,Passeriformes,R
5228,Cranioleuca marcapatae,NA,Furnariidae,Passeriformes,R
5229,Cranioleuca weskei,NA,Furnariidae,Passeriformes,R
5230,Cranioleuca albiceps,NA,Furnariidae,Passeriformes,R
5231,Cranioleuca vulpecula,NA,Furnariidae,Passeriformes,R
5232,Cranioleuca berlepschi,Thripophaga berlepschi,Furnariidae,Passeriformes,R
5233,Cranioleuca vulpina,Synallaxis vulpina,Furnariidae,Passeriformes,R
5234,Cranioleuca dissita,NA,Furnariidae,Passeriformes,R
5235,Cranioleuca muelleri,NA,Furnariidae,Passeriformes,R
5236,Cranioleuca albicapilla,NA,Furnariidae,Passeriformes,R
5237,Cranioleuca obsoleta,NA,Furnariidae,Passeriformes,R
5238,Cranioleuca pallida,NA,Furnariidae,Passeriformes,R
5239,Cranioleuca pyrrhophia,NA,Furnariidae,Passeriformes,R
5240,Cranioleuca henricae,NA,Furnariidae,Passeriformes,R
5241,Cranioleuca erythrops,NA,Furnariidae,Passeriformes,R
5242,Cranioleuca antisiensis,NA,Furnariidae,Passeriformes,R
5243,Cranioleuca curtata,NA,Furnariidae,Passeriformes,R
5244,Cranioleuca demissa,NA,Furnariidae,Passeriformes,R
5245,Cranioleuca semicinerea,NA,Furnariidae,Passeriformes,R
5246,Cranioleuca hellmayri,NA,Furnariidae,Passeriformes,R
5247,Cranioleuca subcristata,NA,Furnariidae,Passeriformes,R
5248,Pseudasthenes humicola,Asthenes humicola,Furnariidae,Passeriformes,R
5249,Pseudasthenes patagonica,Asthenes patagonica,Furnariidae,Passeriformes,R
5250,Pseudasthenes steinbachi,Asthenes steinbachi,Furnariidae,Passeriformes,R
5251,Pseudasthenes cactorum,Asthenes cactorum,Furnariidae,Passeriformes,R
5252,Spartonoica maluroides,NA,Furnariidae,Passeriformes,R
5253,Pseudoseisura unirufa,NA,Furnariidae,Passeriformes,R
5254,Pseudoseisura cristata,NA,Furnariidae,Passeriformes,R
5255,Pseudoseisura lophotes,NA,Furnariidae,Passeriformes,R
5256,Pseudoseisura gutturalis,NA,Furnariidae,Passeriformes,R
5257,Mazaria propinqua,Synallaxis propinqua,Furnariidae,Passeriformes,R
5258,Schoeniophylax phryganophilus,Schoeniophylax phryganophila,Furnariidae,Passeriformes,R
5259,Certhiaxis cinnamomeus,Certhiaxis cinnamomea,Furnariidae,Passeriformes,R
5260,Certhiaxis mustelinus,Certhiaxis mustelina,Furnariidae,Passeriformes,R
5261,Synallaxis scutata,Poecilurus scutatus,Furnariidae,Passeriformes,R
5262,Synallaxis cinerascens,NA,Furnariidae,Passeriformes,R
5263,Synallaxis gujanensis,NA,Furnariidae,Passeriformes,R
5264,Synallaxis maranonica,NA,Furnariidae,Passeriformes,R
5265,Synallaxis simoni,NA,Furnariidae,Passeriformes,R
5266,Synallaxis albilora,NA,Furnariidae,Passeriformes,R
5267,Synallaxis kollari,NA,Furnariidae,Passeriformes,R
5268,Synallaxis candei,Poecilurus candei,Furnariidae,Passeriformes,R
5269,Synallaxis erythrothorax,NA,Furnariidae,Passeriformes,R
5270,Synallaxis tithys,NA,Furnariidae,Passeriformes,R
5271,Synallaxis unirufa,NA,Furnariidae,Passeriformes,R
5272,Synallaxis castanea,NA,Furnariidae,Passeriformes,R
5273,Synallaxis fuscorufa,NA,Furnariidae,Passeriformes,R
5274,Synallaxis cinnamomea,NA,Furnariidae,Passeriformes,R
5275,Synallaxis rutilans,NA,Furnariidae,Passeriformes,R
5276,Synallaxis cherriei,NA,Furnariidae,Passeriformes,R
5277,Synallaxis hypochondriaca,Siptornopsis hypochondriacus,Furnariidae,Passeriformes,R
5277,Synallaxis hypochondriaca,Siptornopsis hypochondriaca,Furnariidae,Passeriformes,R
5278,Synallaxis zimmeri,NA,Furnariidae,Passeriformes,R
5279,Synallaxis stictothorax,NA,Furnariidae,Passeriformes,R
5280,Synallaxis chinchipensis,NA,Furnariidae,Passeriformes,R
5281,Synallaxis brachyura,NA,Furnariidae,Passeriformes,R
5282,Synallaxis subpudica,NA,Furnariidae,Passeriformes,R
5283,Synallaxis hellmayri,Gyalophylax hellmayri,Furnariidae,Passeriformes,R
5284,Synallaxis ruficapilla,NA,Furnariidae,Passeriformes,R
5285,Synallaxis cinerea,Synallaxis whitneyi,Furnariidae,Passeriformes,R
5286,Synallaxis infuscata,NA,Furnariidae,Passeriformes,R
5287,Synallaxis moesta,NA,Furnariidae,Passeriformes,R
5288,Synallaxis cabanisi,NA,Furnariidae,Passeriformes,R
5289,Synallaxis macconnelli,NA,Furnariidae,Passeriformes,R
5290,Synallaxis hypospodia,NA,Furnariidae,Passeriformes,R
5291,Synallaxis spixi,NA,Furnariidae,Passeriformes,R
5292,Synallaxis albigularis,NA,Furnariidae,Passeriformes,R
5293,Synallaxis beverlyae,NA,Furnariidae,Passeriformes,R
5294,Synallaxis albescens,NA,Furnariidae,Passeriformes,R
5295,Synallaxis frontalis,NA,Furnariidae,Passeriformes,R
5296,Synallaxis azarae,NA,Furnariidae,Passeriformes,R
5297,Synallaxis courseni,NA,Furnariidae,Passeriformes,R
5298,Neopelma pallescens,NA,Pipridae,Passeriformes,R
5299,Neopelma chrysocephalum,NA,Pipridae,Passeriformes,R
5300,Neopelma aurifrons,NA,Pipridae,Passeriformes,R
5301,Neopelma chrysolophum,NA,Pipridae,Passeriformes,R
5302,Neopelma sulphureiventer,NA,Pipridae,Passeriformes,R
5303,Tyranneutes stolzmanni,NA,Pipridae,Passeriformes,R
5304,Tyranneutes virescens,NA,Pipridae,Passeriformes,R
5305,Xenopipo uniformis,Chloropipo uniformis,Pipridae,Passeriformes,R
5306,Xenopipo atronitens,NA,Pipridae,Passeriformes,R
5307,Heterocercus aurantiivertex,NA,Pipridae,Passeriformes,R
5308,Heterocercus flavivertex,NA,Pipridae,Passeriformes,R
5309,Heterocercus linteatus,NA,Pipridae,Passeriformes,R
5310,Manacus candei,NA,Pipridae,Passeriformes,R
5311,Manacus aurantiacus,NA,Pipridae,Passeriformes,R
5312,Manacus vitellinus,NA,Pipridae,Passeriformes,R
5313,Manacus manacus,NA,Pipridae,Passeriformes,R
5314,Pipra filicauda,NA,Pipridae,Passeriformes,R
5315,Pipra aureola,NA,Pipridae,Passeriformes,R
5316,Pipra fasciicauda,NA,Pipridae,Passeriformes,R
5317,Machaeropterus deliciosus,NA,Pipridae,Passeriformes,R
5318,Machaeropterus striolatus,NA,Pipridae,Passeriformes,R
5319,Machaeropterus regulus,NA,Pipridae,Passeriformes,R
5320,Machaeropterus pyrocephalus,NA,Pipridae,Passeriformes,R
5321,Machaeropterus eckelberryi,NA,Pipridae,Passeriformes,R
5322,Pseudopipra pipra,Pipra pipra,Pipridae,Passeriformes,R
5323,Ceratopipra cornuta,Pipra cornuta,Pipridae,Passeriformes,R
5324,Ceratopipra mentalis,Pipra mentalis,Pipridae,Passeriformes,R
5325,Ceratopipra erythrocephala,Pipra erythrocephala,Pipridae,Passeriformes,R
5326,Ceratopipra rubrocapilla,Pipra rubrocapilla,Pipridae,Passeriformes,R
5327,Ceratopipra chloromeros,Pipra chloromeros,Pipridae,Passeriformes,R
5328,Cryptopipo litae,NA,Pipridae,Passeriformes,R
5329,Cryptopipo holochlora,NA,Pipridae,Passeriformes,R
5330,Chloropipo flavicapilla,Pipra flavicapilla,Pipridae,Passeriformes,R
5330,Chloropipo flavicapilla,Xenopipo flavicapilla,Pipridae,Passeriformes,R
5331,Chloropipo unicolor,Xenopipo unicolor,Pipridae,Passeriformes,R
5332,Lepidothrix suavissima,Pipra suavissima,Pipridae,Passeriformes,R
5333,Lepidothrix serena,Pipra serena,Pipridae,Passeriformes,R
5334,Lepidothrix coronata,Pipra coronata,Pipridae,Passeriformes,R
5334,Lepidothrix coronata,Pipra coronota,Pipridae,Passeriformes,R
5335,Lepidothrix nattereri,Pipra nattereri,Pipridae,Passeriformes,R
5336,Lepidothrix vilasboasi,Pipra vilasboasi,Pipridae,Passeriformes,R
5337,Lepidothrix iris,Pipra iris,Pipridae,Passeriformes,R
5338,Lepidothrix isidorei,Pipra isidorei,Pipridae,Passeriformes,R
5339,Lepidothrix coeruleocapilla,Pipra coeruleocapilla,Pipridae,Passeriformes,R
5340,Ilicura militaris,NA,Pipridae,Passeriformes,R
5341,Masius chrysopterus,NA,Pipridae,Passeriformes,R
5342,Corapipo leucorrhoa,Corapipo altera,Pipridae,Passeriformes,R
5343,Corapipo gutturalis,NA,Pipridae,Passeriformes,R
5344,Antilophia bokermanni,NA,Pipridae,Passeriformes,R
5345,Antilophia galeata,NA,Pipridae,Passeriformes,R
5346,Chiroxiphia linearis,NA,Pipridae,Passeriformes,R
5347,Chiroxiphia lanceolata,NA,Pipridae,Passeriformes,R
5348,Chiroxiphia pareola,NA,Pipridae,Passeriformes,R
5349,Chiroxiphia boliviana,NA,Pipridae,Passeriformes,R
5350,Chiroxiphia caudata,NA,Pipridae,Passeriformes,R
5351,Ampelioides tschudii,NA,Cotingidae,Passeriformes,R
5352,Pipreola chlorolepidota,NA,Cotingidae,Passeriformes,R
5353,Pipreola squamipectus,NA,Cotingidae,Passeriformes,R
5354,Pipreola frontalis,NA,Cotingidae,Passeriformes,R
5355,Pipreola formosa,NA,Cotingidae,Passeriformes,R
5356,Pipreola whitelyi,NA,Cotingidae,Passeriformes,R
5357,Pipreola lubomirskii,NA,Cotingidae,Passeriformes,R
5358,Pipreola jucunda,NA,Cotingidae,Passeriformes,R
5359,Pipreola pulchra,NA,Cotingidae,Passeriformes,R
5360,Pipreola aureopectus,NA,Cotingidae,Passeriformes,R
5361,Pipreola arcuata,NA,Cotingidae,Passeriformes,R
5362,Pipreola intermedia,NA,Cotingidae,Passeriformes,R
5363,Pipreola riefferii,NA,Cotingidae,Passeriformes,R
5364,Snowornis subalaris,Lipaugus subalaris,Cotingidae,Passeriformes,R
5365,Snowornis cryptolophus,Lipaugus cryptolophus,Cotingidae,Passeriformes,R
5366,Carpornis cucullata,Carpornis cucullatus,Cotingidae,Passeriformes,R
5367,Carpornis melanocephala,Carpornis melanocephalus,Cotingidae,Passeriformes,R
5368,Rupicola peruvianus,Rupicola peruviana,Cotingidae,Passeriformes,R
5369,Rupicola rupicola,NA,Cotingidae,Passeriformes,R
5370,Phoenicircus carnifex,NA,Cotingidae,Passeriformes,R
5371,Phoenicircus nigricollis,NA,Cotingidae,Passeriformes,R
5372,Zaratornis stresemanni,Ampelion stresemanni,Cotingidae,Passeriformes,R
5373,Phytotoma rara,NA,Cotingidae,Passeriformes,R
5374,Phytotoma raimondii,NA,Cotingidae,Passeriformes,R
5375,Phytotoma rutila,NA,Cotingidae,Passeriformes,R
5376,Phibalura flavirostris,NA,Cotingidae,Passeriformes,R
5377,Phibalura boliviana,NA,Cotingidae,Passeriformes,R
5378,Doliornis sclateri,Ampelion sclateri,Cotingidae,Passeriformes,R
5379,Doliornis remseni,Ampelion remseni,Cotingidae,Passeriformes,R
5380,Ampelion rubrocristatus,Ampelion rubrocristata,Cotingidae,Passeriformes,R
5381,Ampelion rufaxilla,NA,Cotingidae,Passeriformes,R
5382,Haematoderus militaris,Haemotoderus militaris,Cotingidae,Passeriformes,R
5383,Querula purpurata,NA,Cotingidae,Passeriformes,R
5384,Pyroderus scutatus,NA,Cotingidae,Passeriformes,R
5385,Cephalopterus glabricollis,NA,Cotingidae,Passeriformes,R
5386,Cephalopterus penduliger,NA,Cotingidae,Passeriformes,R
5387,Cephalopterus ornatus,NA,Cotingidae,Passeriformes,R
5388,Perissocephalus tricolor,NA,Cotingidae,Passeriformes,R
5389,Lipaugus unirufus,NA,Cotingidae,Passeriformes,R
5390,Lipaugus ater,Tijuca atra,Cotingidae,Passeriformes,R
5391,Lipaugus conditus,Tijuca condita,Cotingidae,Passeriformes,R
5392,Lipaugus lanioides,NA,Cotingidae,Passeriformes,R
5393,Lipaugus streptophorus,NA,Cotingidae,Passeriformes,R
5394,Lipaugus vociferans,NA,Cotingidae,Passeriformes,R
5395,Lipaugus weberi,NA,Cotingidae,Passeriformes,R
5396,Lipaugus fuscocinereus,NA,Cotingidae,Passeriformes,R
5397,Lipaugus uropygialis,Chirocylla uropygialis,Cotingidae,Passeriformes,R
5398,Procnias albus,Procnias alba,Cotingidae,Passeriformes,R
5399,Procnias tricarunculatus,Procnias tricarunculata,Cotingidae,Passeriformes,R
5400,Procnias nudicollis,NA,Cotingidae,Passeriformes,R
5401,Procnias averano,NA,Cotingidae,Passeriformes,R
5402,Cotinga maynana,NA,Cotingidae,Passeriformes,R
5403,Cotinga cayana,NA,Cotingidae,Passeriformes,R
5404,Cotinga amabilis,NA,Cotingidae,Passeriformes,R
5405,Cotinga nattererii,NA,Cotingidae,Passeriformes,R
5406,Cotinga ridgwayi,NA,Cotingidae,Passeriformes,R
5407,Cotinga maculata,NA,Cotingidae,Passeriformes,R
5408,Cotinga cotinga,NA,Cotingidae,Passeriformes,R
5409,Porphyrolaema porphyrolaema,NA,Cotingidae,Passeriformes,R
5410,Conioptilon mcilhennyi,NA,Cotingidae,Passeriformes,R
5411,Gymnoderus foetidus,NA,Cotingidae,Passeriformes,R
5412,Xipholena punicea,NA,Cotingidae,Passeriformes,R
5413,Xipholena lamellipennis,NA,Cotingidae,Passeriformes,R
5414,Xipholena atropurpurea,NA,Cotingidae,Passeriformes,R
5415,Carpodectes hopkei,NA,Cotingidae,Passeriformes,R
5416,Carpodectes antoniae,NA,Cotingidae,Passeriformes,R
5417,Carpodectes nitidus,NA,Cotingidae,Passeriformes,R
5418,Oxyruncus cristatus,NA,Tityridae,Passeriformes,R
5419,Onychorhynchus mexicanus,NA,Tityridae,Passeriformes,R
5420,Onychorhynchus occidentalis,NA,Tityridae,Passeriformes,R
5421,Onychorhynchus coronatus,NA,Tityridae,Passeriformes,R
5422,Onychorhynchus swainsoni,NA,Tityridae,Passeriformes,R
5423,Terenotriccus erythrurus,Myiobius erythrurus,Tityridae,Passeriformes,R
5424,Myiobius villosus,NA,Tityridae,Passeriformes,R
5425,Myiobius sulphureipygius,NA,Tityridae,Passeriformes,R
5426,Myiobius barbatus,NA,Tityridae,Passeriformes,R
5427,Myiobius atricaudus,NA,Tityridae,Passeriformes,R
5428,Iodopleura isabellae,NA,Tityridae,Passeriformes,R
5429,Iodopleura fusca,NA,Tityridae,Passeriformes,R
5430,Iodopleura pipra,NA,Tityridae,Passeriformes,R
5431,Tityra inquisitor,NA,Tityridae,Passeriformes,R
5432,Tityra cayana,NA,Tityridae,Passeriformes,R
5433,Tityra braziliensis,NA,Tityridae,Passeriformes,R
5434,Tityra semifasciata,NA,Tityridae,Passeriformes,R
5435,Tityra leucura,NA,Tityridae,Passeriformes,R
5436,Xenopsaris albinucha,NA,Tityridae,Passeriformes,R
5437,Pachyramphus versicolor,NA,Tityridae,Passeriformes,R
5438,Pachyramphus xanthogenys,NA,Tityridae,Passeriformes,R
5439,Pachyramphus griseigularis,NA,Tityridae,Passeriformes,R
5440,Pachyramphus viridis,NA,Tityridae,Passeriformes,R
5441,Pachyramphus spodiurus,NA,Tityridae,Passeriformes,R
5442,Pachyramphus rufus,NA,Tityridae,Passeriformes,R
5443,Pachyramphus minor,NA,Tityridae,Passeriformes,R
5444,Pachyramphus aglaiae,NA,Tityridae,Passeriformes,R
5445,Pachyramphus niger,NA,Tityridae,Passeriformes,R
5446,Pachyramphus homochrous,NA,Tityridae,Passeriformes,R
5447,Pachyramphus validus,NA,Tityridae,Passeriformes,R
5448,Pachyramphus surinamus,NA,Tityridae,Passeriformes,R
5449,Pachyramphus cinnamomeus,NA,Tityridae,Passeriformes,R
5450,Pachyramphus castaneus,NA,Tityridae,Passeriformes,R
5451,Pachyramphus uropygialis,NA,Tityridae,Passeriformes,R
5452,Pachyramphus major,NA,Tityridae,Passeriformes,R
5453,Pachyramphus marginatus,NA,Tityridae,Passeriformes,R
5454,Pachyramphus polychopterus,NA,Tityridae,Passeriformes,R
5455,Pachyramphus albogriseus,NA,Tityridae,Passeriformes,R
5456,Schiffornis major,NA,Tityridae,Passeriformes,R
5457,Schiffornis virescens,NA,Tityridae,Passeriformes,R
5458,Schiffornis olivacea,NA,Tityridae,Passeriformes,R
5459,Schiffornis stenorhyncha,NA,Tityridae,Passeriformes,R
5460,Schiffornis turdina,NA,Tityridae,Passeriformes,R
5461,Schiffornis aenea,NA,Tityridae,Passeriformes,R
5462,Schiffornis veraepacis,NA,Tityridae,Passeriformes,R
5463,Laniocera rufescens,NA,Tityridae,Passeriformes,R
5464,Laniocera hypopyrra,NA,Tityridae,Passeriformes,R
5465,Laniisoma buckleyi,NA,Tityridae,Passeriformes,R
5466,Laniisoma elegans,NA,Tityridae,Passeriformes,R
5467,Calyptura cristata,NA,Tyrannidae,Passeriformes,R
5468,Neopipo cinnamomea,NA,Tyrannidae,Passeriformes,R
5469,Platyrinchus saturatus,NA,Tyrannidae,Passeriformes,R
5470,Platyrinchus cancrominus,NA,Tyrannidae,Passeriformes,R
5471,Platyrinchus albogularis,NA,Tyrannidae,Passeriformes,R
5472,Platyrinchus mystaceus,NA,Tyrannidae,Passeriformes,R
5473,Platyrinchus coronatus,NA,Tyrannidae,Passeriformes,R
5474,Platyrinchus flavigularis,NA,Tyrannidae,Passeriformes,R
5475,Platyrinchus platyrhynchos,NA,Tyrannidae,Passeriformes,R
5476,Platyrinchus leucoryphus,NA,Tyrannidae,Passeriformes,R
5477,Piprites griseiceps,NA,Tyrannidae,Passeriformes,R
5478,Piprites chloris,NA,Tyrannidae,Passeriformes,R
5479,Piprites pileata,Piprites pileatus,Tyrannidae,Passeriformes,R
5480,Tachuris rubrigastra,NA,Tyrannidae,Passeriformes,R
5481,Pseudotriccus pelzelni,NA,Tyrannidae,Passeriformes,R
5482,Pseudotriccus simplex,NA,Tyrannidae,Passeriformes,R
5483,Pseudotriccus ruficeps,NA,Tyrannidae,Passeriformes,R
5484,Corythopis torquatus,Corythopis torquata,Tyrannidae,Passeriformes,R
5485,Corythopis delalandi,NA,Tyrannidae,Passeriformes,R
5486,Phylloscartes flavovirens,NA,Tyrannidae,Passeriformes,R
5487,Phylloscartes ventralis,NA,Tyrannidae,Passeriformes,R
5488,Phylloscartes virescens,NA,Tyrannidae,Passeriformes,R
5489,Phylloscartes beckeri,NA,Tyrannidae,Passeriformes,R
5490,Phylloscartes kronei,NA,Tyrannidae,Passeriformes,R
5491,Phylloscartes gualaquizae,NA,Tyrannidae,Passeriformes,R
5492,Phylloscartes nigrifrons,NA,Tyrannidae,Passeriformes,R
5493,Phylloscartes ceciliae,NA,Tyrannidae,Passeriformes,R
5494,Phylloscartes superciliaris,NA,Tyrannidae,Passeriformes,R
5495,Phylloscartes flaviventris,NA,Tyrannidae,Passeriformes,R
5496,Phylloscartes parkeri,NA,Tyrannidae,Passeriformes,R
5497,Phylloscartes roquettei,NA,Tyrannidae,Passeriformes,R
5498,Phylloscartes paulista,Phylloscartes paulistus,Tyrannidae,Passeriformes,R
5499,Phylloscartes oustaleti,NA,Tyrannidae,Passeriformes,R
5500,Phylloscartes difficilis,NA,Tyrannidae,Passeriformes,R
5501,Phylloscartes sylviolus,Leptotriccus sylviolus,Tyrannidae,Passeriformes,R
5502,Pogonotriccus poecilotis,Phylloscartes poecilotis,Tyrannidae,Passeriformes,R
5503,Pogonotriccus chapmani,Phylloscartes chapmani,Tyrannidae,Passeriformes,R
5504,Pogonotriccus ophthalmicus,Phylloscartes ophthalmicus,Tyrannidae,Passeriformes,R
5505,Pogonotriccus venezuelanus,Phylloscartes venezuelanus,Tyrannidae,Passeriformes,R
5506,Pogonotriccus lanyoni,Phylloscartes lanyoni,Tyrannidae,Passeriformes,R
5507,Pogonotriccus orbitalis,Phylloscartes orbitalis,Tyrannidae,Passeriformes,R
5508,Pogonotriccus eximius,Phylloscartes eximius,Tyrannidae,Passeriformes,R
5509,Mionectes striaticollis,NA,Tyrannidae,Passeriformes,R
5510,Mionectes olivaceus,NA,Tyrannidae,Passeriformes,R
5511,Mionectes galbinus,NA,Tyrannidae,Passeriformes,R
5512,Mionectes oleagineus,NA,Tyrannidae,Passeriformes,R
5513,Mionectes macconnelli,NA,Tyrannidae,Passeriformes,R
5514,Mionectes roraimae,NA,Tyrannidae,Passeriformes,R
5515,Mionectes rufiventris,NA,Tyrannidae,Passeriformes,R
5516,Leptopogon amaurocephalus,NA,Tyrannidae,Passeriformes,R
5517,Leptopogon superciliaris,NA,Tyrannidae,Passeriformes,R
5518,Leptopogon albidiventer,NA,Tyrannidae,Passeriformes,R
5519,Leptopogon rufipectus,NA,Tyrannidae,Passeriformes,R
5520,Leptopogon taczanowskii,NA,Tyrannidae,Passeriformes,R
